ADM0_NAME;flow_name;cf;cf_median;cf_std
Abyei;BRDC_Boreal dry_2030y_SOC;;;
Abyei;BRDC_Boreal moist_2030y_SOC;;;
Abyei;BRDC_Cold temperate dry_2030y_SOC;;;
Abyei;BRDC_Cold temperate moist_2030y_SOC;;;
Abyei;BRDC_Subtropical_2030y_SOC;;;
Abyei;BRDC_Tropical_2030y_SOC;66.82014602269888;66.47298431396484;8.288162908426349
Abyei;BRDC_Warm temperate dry_2030y_SOC;;;
Abyei;BRDC_Warm temperate moist_2030y_SOC;;;
Abyei;NEEV_Boreal dry_2030y_SOC;;;
Abyei;NEEV_Boreal moist_2030y_SOC;;;
Abyei;NEEV_Cold temperate dry_2030y_SOC;;;
Abyei;NEEV_Cold temperate moist_2030y_SOC;;;
Abyei;NEEV_Subtropical_2030y_SOC;;;
Abyei;NEEV_Tropical_2030y_SOC;113.40720876057942;112.9011001586914;0.7427531560397853
Abyei;NEEV_Warm temperate dry_2030y_SOC;;;
Abyei;Sorghum_rf_2030y_SOC;13.493678109003438;13.431840896606444;0.5633638428300873
Abyei;natural_grassland_cattle_avg_2030y_SOC;32.64990888516254;32.65498352050781;0.693311357291938
Abyei;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;32.645840055366634;32.635738372802734;0.6944951933085557
Abyei;natural_grassland_cattle_hps_2030y_SOC;32.63764435850332;32.619998931884766;0.6944067707584873
Abyei;natural_grassland_cattle_lps_2030y_SOC;32.647897123817586;32.628944396972656;0.7007820767321306
Abyei;natural_grassland_goat_2030y_SOC;32.63820630636874;32.6463623046875;0.6991824784036866
Abyei;natural_grassland_sheep_2030y_SOC;32.64258576076618;32.63697052001953;0.6930057233260517
Afghanistan;BRDC_Boreal dry_2030y_SOC;;;
Afghanistan;BRDC_Boreal moist_2030y_SOC;;;
Afghanistan;BRDC_Cold temperate dry_2030y_SOC;180.2987537507761;186.44190979003903;51.88364281431161
Afghanistan;BRDC_Cold temperate moist_2030y_SOC;126.7882250422449;127.5459442138672;39.442994087022
Afghanistan;BRDC_Subtropical_2030y_SOC;243.81072907128603;236.42523193359372;59.721992375627785
Afghanistan;BRDC_Tropical_2030y_SOC;;;
Afghanistan;BRDC_Warm temperate dry_2030y_SOC;44.15278752476991;41.73833847045898;12.31380249965299
Afghanistan;BRDC_Warm temperate moist_2030y_SOC;52.62166399358063;49.84717559814453;13.033251690411555
Afghanistan;NEEV_Boreal dry_2030y_SOC;;;
Afghanistan;NEEV_Boreal moist_2030y_SOC;;;
Afghanistan;NEEV_Cold temperate dry_2030y_SOC;155.403083533677;141.5408935546875;70.87973344887276
Afghanistan;NEEV_Cold temperate moist_2030y_SOC;311.5324213684649;313.4059753417969;5.669987484318518
Afghanistan;NEEV_Subtropical_2030y_SOC;180.4633967702337;174.398193359375;43.725409508535385
Afghanistan;NEEV_Tropical_2030y_SOC;;;
Afghanistan;NEEV_Warm temperate dry_2030y_SOC;56.11809567187692;53.033321380615234;14.668307171051396
Afghanistan;Sorghum_rf_2030y_SOC;31.600025275179373;28.48040199279785;15.229676248536943
Afghanistan;natural_grassland_cattle_avg_2030y_SOC;45.32461314253364;43.44303512573242;11.947095942396482
Afghanistan;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;45.54427799043548;43.70502471923828;11.96072635334164
Afghanistan;natural_grassland_cattle_hps_2030y_SOC;45.31050035539174;43.427711486816406;11.944115048438375
Afghanistan;natural_grassland_cattle_lps_2030y_SOC;45.337472814703744;43.44898986816406;11.950245752166856
Afghanistan;natural_grassland_goat_2030y_SOC;44.58695583650001;42.64776992797852;11.875853269872149
Afghanistan;natural_grassland_sheep_2030y_SOC;44.6519673683008;42.75883102416992;11.837718961004038
Aksai Chin;BRDC_Boreal dry_2030y_SOC;;;
Aksai Chin;BRDC_Boreal moist_2030y_SOC;;;
Aksai Chin;BRDC_Cold temperate dry_2030y_SOC;;;
Aksai Chin;BRDC_Cold temperate moist_2030y_SOC;;;
Aksai Chin;BRDC_Subtropical_2030y_SOC;372.38377323812034;375.4783935546875;9.795817632334336
Aksai Chin;BRDC_Tropical_2030y_SOC;;;
Aksai Chin;BRDC_Warm temperate dry_2030y_SOC;;;
Aksai Chin;BRDC_Warm temperate moist_2030y_SOC;62.993655438941815;64.04462432861328;6.799253309910556
Aksai Chin;NEEV_Boreal dry_2030y_SOC;;;
Aksai Chin;NEEV_Boreal moist_2030y_SOC;;;
Aksai Chin;NEEV_Cold temperate dry_2030y_SOC;;;
Aksai Chin;NEEV_Cold temperate moist_2030y_SOC;;;
Aksai Chin;NEEV_Subtropical_2030y_SOC;273.39545464273914;277.02838134765625;10.212230685520456
Aksai Chin;NEEV_Tropical_2030y_SOC;;;
Aksai Chin;NEEV_Warm temperate dry_2030y_SOC;;;
Aksai Chin;Sorghum_rf_2030y_SOC;51.87897806285297;50.066287994384766;8.106084521742835
Aksai Chin;natural_grassland_cattle_avg_2030y_SOC;45.54307985606177;44.60445785522461;6.889916580645237
Aksai Chin;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;45.60441987643168;44.707786560058594;6.893966261515394
Aksai Chin;natural_grassland_cattle_hps_2030y_SOC;45.53892263852307;44.61758041381836;6.888138323115999
Aksai Chin;natural_grassland_cattle_lps_2030y_SOC;45.541137598590055;44.67637634277344;6.888406851265985
Aksai Chin;natural_grassland_goat_2030y_SOC;45.436509070688615;44.47534942626953;6.866712462776821
Aksai Chin;natural_grassland_sheep_2030y_SOC;45.47028905381373;44.628944396972656;6.870500440550721
Albania;BRDC_Boreal dry_2030y_SOC;;;
Albania;BRDC_Boreal moist_2030y_SOC;;;
Albania;BRDC_Cold temperate dry_2030y_SOC;201.60571502092705;223.0951690673828;43.61183372273354
Albania;BRDC_Cold temperate moist_2030y_SOC;147.82382077518443;161.66647338867188;27.395549174890046
Albania;BRDC_Subtropical_2030y_SOC;134.5286902586508;114.12628173828124;44.36694938514464
Albania;BRDC_Tropical_2030y_SOC;;;
Albania;BRDC_Warm temperate dry_2030y_SOC;76.80251416319742;77.25375366210938;5.921128864307026
Albania;BRDC_Warm temperate moist_2030y_SOC;58.61115405561978;57.04659652709961;6.912255321932537
Albania;NEEV_Boreal dry_2030y_SOC;;;
Albania;NEEV_Boreal moist_2030y_SOC;;;
Albania;NEEV_Cold temperate dry_2030y_SOC;185.28503867702315;183.5372009277344;16.19777625630344
Albania;NEEV_Cold temperate moist_2030y_SOC;;;
Albania;NEEV_Subtropical_2030y_SOC;126.05427000666629;124.51569366455078;9.57005236602772
Albania;NEEV_Tropical_2030y_SOC;;;
Albania;NEEV_Warm temperate dry_2030y_SOC;88.83818285020831;89.75542449951172;5.8345913365424025
Albania;Sorghum_rf_2030y_SOC;46.94531984351117;46.67597961425781;3.267953003418333
Albania;natural_grassland_cattle_avg_2030y_SOC;55.52651885371646;52.73836135864258;9.793766758343152
Albania;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;56.15470132051332;53.41759490966797;9.636069288770338
Albania;natural_grassland_cattle_hps_2030y_SOC;55.52194333305333;52.748233795166016;9.801882756776124
Albania;natural_grassland_cattle_lps_2030y_SOC;55.525339990005634;52.75841522216797;9.790682730237906
Albania;natural_grassland_goat_2030y_SOC;54.71906883955559;52.31803894042969;10.102902090943564
Albania;natural_grassland_sheep_2030y_SOC;54.949325956221976;52.6323127746582;9.993536347062228
Algeria;BRDC_Boreal dry_2030y_SOC;;;
Algeria;BRDC_Boreal moist_2030y_SOC;;;
Algeria;BRDC_Cold temperate dry_2030y_SOC;;;
Algeria;BRDC_Cold temperate moist_2030y_SOC;;;
Algeria;BRDC_Subtropical_2030y_SOC;;;
Algeria;BRDC_Tropical_2030y_SOC;;;
Algeria;BRDC_Warm temperate dry_2030y_SOC;;;
Algeria;BRDC_Warm temperate moist_2030y_SOC;;;
Algeria;NEEV_Boreal dry_2030y_SOC;;;
Algeria;NEEV_Boreal moist_2030y_SOC;;;
Algeria;NEEV_Cold temperate dry_2030y_SOC;;;
Algeria;NEEV_Cold temperate moist_2030y_SOC;;;
Algeria;NEEV_Subtropical_2030y_SOC;;;
Algeria;NEEV_Tropical_2030y_SOC;;;
Algeria;NEEV_Warm temperate dry_2030y_SOC;;;
Algeria;Sorghum_rf_2030y_SOC;19.332357927880317;16.165483474731445;5.459065174443703
Algeria;natural_grassland_cattle_avg_2030y_SOC;32.164173113827694;31.355377197265625;8.351272288290183
Algeria;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;32.66365551397207;31.89264869689941;8.3650661856615
Algeria;natural_grassland_cattle_hps_2030y_SOC;32.22958246631861;31.411779403686523;8.402287661959754
Algeria;natural_grassland_cattle_lps_2030y_SOC;32.11631908851426;31.32663917541504;8.310750916270578
Algeria;natural_grassland_goat_2030y_SOC;31.87282907601414;31.12691879272461;8.090501642803813
Algeria;natural_grassland_sheep_2030y_SOC;32.277354707933206;31.59053421020508;8.082545449021561
American Samoa;BRDC_Boreal dry_2030y_SOC;;;
American Samoa;BRDC_Boreal moist_2030y_SOC;;;
American Samoa;BRDC_Cold temperate dry_2030y_SOC;;;
American Samoa;BRDC_Cold temperate moist_2030y_SOC;;;
American Samoa;BRDC_Subtropical_2030y_SOC;;;
American Samoa;BRDC_Tropical_2030y_SOC;;;
American Samoa;BRDC_Warm temperate dry_2030y_SOC;;;
American Samoa;BRDC_Warm temperate moist_2030y_SOC;;;
American Samoa;NEEV_Boreal dry_2030y_SOC;;;
American Samoa;NEEV_Boreal moist_2030y_SOC;;;
American Samoa;NEEV_Cold temperate dry_2030y_SOC;;;
American Samoa;NEEV_Cold temperate moist_2030y_SOC;;;
American Samoa;NEEV_Subtropical_2030y_SOC;;;
American Samoa;NEEV_Tropical_2030y_SOC;;;
American Samoa;NEEV_Warm temperate dry_2030y_SOC;;;
American Samoa;Sorghum_rf_2030y_SOC;;;
American Samoa;natural_grassland_cattle_avg_2030y_SOC;;;
American Samoa;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;;;
American Samoa;natural_grassland_cattle_hps_2030y_SOC;;;
American Samoa;natural_grassland_cattle_lps_2030y_SOC;;;
American Samoa;natural_grassland_goat_2030y_SOC;;;
American Samoa;natural_grassland_sheep_2030y_SOC;;;
Andorra;BRDC_Boreal dry_2030y_SOC;;;
Andorra;BRDC_Boreal moist_2030y_SOC;;;
Andorra;BRDC_Cold temperate dry_2030y_SOC;;;
Andorra;BRDC_Cold temperate moist_2030y_SOC;;;
Andorra;BRDC_Subtropical_2030y_SOC;223.80805422992623;226.0454559326172;3.555030021925087
Andorra;BRDC_Tropical_2030y_SOC;;;
Andorra;BRDC_Warm temperate dry_2030y_SOC;;;
Andorra;BRDC_Warm temperate moist_2030y_SOC;73.14810404586251;74.76351165771484;3.936438691816159
Andorra;NEEV_Boreal dry_2030y_SOC;;;
Andorra;NEEV_Boreal moist_2030y_SOC;;;
Andorra;NEEV_Cold temperate dry_2030y_SOC;;;
Andorra;NEEV_Cold temperate moist_2030y_SOC;;;
Andorra;NEEV_Subtropical_2030y_SOC;166.22958021860197;165.10365295410156;2.380803145858189
Andorra;NEEV_Tropical_2030y_SOC;;;
Andorra;NEEV_Warm temperate dry_2030y_SOC;;;
Andorra;Sorghum_rf_2030y_SOC;64.5286275096641;64.30691528320312;0.3037560695094995
Andorra;natural_grassland_cattle_avg_2030y_SOC;67.70310973113249;69.19329833984375;3.924428333714931
Andorra;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;67.74174152906183;69.21440887451172;3.92196805978363
Andorra;natural_grassland_cattle_hps_2030y_SOC;67.68076062597176;69.19133758544922;3.90979593850962
Andorra;natural_grassland_cattle_lps_2030y_SOC;67.6738905841762;69.1943359375;3.881024664228771
Andorra;natural_grassland_goat_2030y_SOC;67.2232055565904;68.81609344482422;4.004320291883358
Andorra;natural_grassland_sheep_2030y_SOC;67.26816140517931;68.85565948486328;3.9882242488058175
Angola;BRDC_Boreal dry_2030y_SOC;;;
Angola;BRDC_Boreal moist_2030y_SOC;;;
Angola;BRDC_Cold temperate dry_2030y_SOC;;;
Angola;BRDC_Cold temperate moist_2030y_SOC;;;
Angola;BRDC_Subtropical_2030y_SOC;75.65609843909256;64.09478759765625;20.563949400107468
Angola;BRDC_Tropical_2030y_SOC;62.16541626144379;54.128414154052734;20.19784430130527
Angola;BRDC_Warm temperate dry_2030y_SOC;;;
Angola;BRDC_Warm temperate moist_2030y_SOC;29.46146765161628;26.14242553710937;6.592487047263369
Angola;NEEV_Boreal dry_2030y_SOC;;;
Angola;NEEV_Boreal moist_2030y_SOC;;;
Angola;NEEV_Cold temperate dry_2030y_SOC;;;
Angola;NEEV_Cold temperate moist_2030y_SOC;;;
Angola;NEEV_Subtropical_2030y_SOC;54.95908465865463;47.702266693115234;13.794977980961573
Angola;NEEV_Tropical_2030y_SOC;95.59450019660548;90.57298278808594;16.65346003311086
Angola;NEEV_Warm temperate dry_2030y_SOC;;;
Angola;Sorghum_rf_2030y_SOC;23.314581020492763;21.74083709716797;4.795029300616579
Angola;natural_grassland_cattle_avg_2030y_SOC;31.10624578166334;30.548974990844727;5.016590277402693
Angola;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;31.115981646215896;30.556779861450195;5.018086959444617
Angola;natural_grassland_cattle_hps_2030y_SOC;31.13077562050192;30.56504440307617;5.012531208886305
Angola;natural_grassland_cattle_lps_2030y_SOC;31.08846913786244;30.547372817993164;5.01926046178226
Angola;natural_grassland_goat_2030y_SOC;30.987412125277285;30.48261833190918;5.045017342936336
Angola;natural_grassland_sheep_2030y_SOC;30.982197956047475;30.47551727294922;5.044619656381233
Anguilla;BRDC_Boreal dry_2030y_SOC;;;
Anguilla;BRDC_Boreal moist_2030y_SOC;;;
Anguilla;BRDC_Cold temperate dry_2030y_SOC;;;
Anguilla;BRDC_Cold temperate moist_2030y_SOC;;;
Anguilla;BRDC_Subtropical_2030y_SOC;;;
Anguilla;BRDC_Tropical_2030y_SOC;;;
Anguilla;BRDC_Warm temperate dry_2030y_SOC;;;
Anguilla;BRDC_Warm temperate moist_2030y_SOC;;;
Anguilla;NEEV_Boreal dry_2030y_SOC;;;
Anguilla;NEEV_Boreal moist_2030y_SOC;;;
Anguilla;NEEV_Cold temperate dry_2030y_SOC;;;
Anguilla;NEEV_Cold temperate moist_2030y_SOC;;;
Anguilla;NEEV_Subtropical_2030y_SOC;;;
Anguilla;NEEV_Tropical_2030y_SOC;;;
Anguilla;NEEV_Warm temperate dry_2030y_SOC;;;
Anguilla;Sorghum_rf_2030y_SOC;;;
Anguilla;natural_grassland_cattle_avg_2030y_SOC;;;
Anguilla;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;;;
Anguilla;natural_grassland_cattle_hps_2030y_SOC;;;
Anguilla;natural_grassland_cattle_lps_2030y_SOC;;;
Anguilla;natural_grassland_goat_2030y_SOC;;;
Anguilla;natural_grassland_sheep_2030y_SOC;;;
Antarctica;BRDC_Boreal dry_2030y_SOC;;;
Antarctica;BRDC_Boreal moist_2030y_SOC;;;
Antarctica;BRDC_Cold temperate dry_2030y_SOC;;;
Antarctica;BRDC_Cold temperate moist_2030y_SOC;;;
Antarctica;BRDC_Subtropical_2030y_SOC;;;
Antarctica;BRDC_Tropical_2030y_SOC;;;
Antarctica;BRDC_Warm temperate dry_2030y_SOC;;;
Antarctica;BRDC_Warm temperate moist_2030y_SOC;;;
Antarctica;NEEV_Boreal dry_2030y_SOC;;;
Antarctica;NEEV_Boreal moist_2030y_SOC;;;
Antarctica;NEEV_Cold temperate dry_2030y_SOC;;;
Antarctica;NEEV_Cold temperate moist_2030y_SOC;;;
Antarctica;NEEV_Subtropical_2030y_SOC;;;
Antarctica;NEEV_Tropical_2030y_SOC;;;
Antarctica;NEEV_Warm temperate dry_2030y_SOC;;;
Antarctica;Sorghum_rf_2030y_SOC;;;
Antarctica;natural_grassland_cattle_avg_2030y_SOC;;;
Antarctica;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;;;
Antarctica;natural_grassland_cattle_hps_2030y_SOC;;;
Antarctica;natural_grassland_cattle_lps_2030y_SOC;;;
Antarctica;natural_grassland_goat_2030y_SOC;;;
Antarctica;natural_grassland_sheep_2030y_SOC;;;
Antigua and Barbuda;BRDC_Boreal dry_2030y_SOC;;;
Antigua and Barbuda;BRDC_Boreal moist_2030y_SOC;;;
Antigua and Barbuda;BRDC_Cold temperate dry_2030y_SOC;;;
Antigua and Barbuda;BRDC_Cold temperate moist_2030y_SOC;;;
Antigua and Barbuda;BRDC_Subtropical_2030y_SOC;;;
Antigua and Barbuda;BRDC_Tropical_2030y_SOC;;;
Antigua and Barbuda;BRDC_Warm temperate dry_2030y_SOC;;;
Antigua and Barbuda;BRDC_Warm temperate moist_2030y_SOC;;;
Antigua and Barbuda;NEEV_Boreal dry_2030y_SOC;;;
Antigua and Barbuda;NEEV_Boreal moist_2030y_SOC;;;
Antigua and Barbuda;NEEV_Cold temperate dry_2030y_SOC;;;
Antigua and Barbuda;NEEV_Cold temperate moist_2030y_SOC;;;
Antigua and Barbuda;NEEV_Subtropical_2030y_SOC;;;
Antigua and Barbuda;NEEV_Tropical_2030y_SOC;;;
Antigua and Barbuda;NEEV_Warm temperate dry_2030y_SOC;;;
Antigua and Barbuda;Sorghum_rf_2030y_SOC;;;
Antigua and Barbuda;natural_grassland_cattle_avg_2030y_SOC;;;
Antigua and Barbuda;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;;;
Antigua and Barbuda;natural_grassland_cattle_hps_2030y_SOC;;;
Antigua and Barbuda;natural_grassland_cattle_lps_2030y_SOC;;;
Antigua and Barbuda;natural_grassland_goat_2030y_SOC;;;
Antigua and Barbuda;natural_grassland_sheep_2030y_SOC;;;
Argentina;BRDC_Boreal dry_2030y_SOC;407.3961181640624;407.3961181640624;0.0
Argentina;BRDC_Boreal moist_2030y_SOC;655.0036010742188;655.0036010742188;0.0
Argentina;BRDC_Cold temperate dry_2030y_SOC;240.97007023930976;235.7537078857422;55.75867611553327
Argentina;BRDC_Cold temperate moist_2030y_SOC;164.72881885749936;160.33248901367188;39.0395912538376
Argentina;BRDC_Subtropical_2030y_SOC;93.09980309733524;81.59337615966797;42.85201707764634
Argentina;BRDC_Tropical_2030y_SOC;105.36064588180597;103.3837890625;26.666342128698517
Argentina;BRDC_Warm temperate dry_2030y_SOC;105.9724558368384;109.15377044677734;16.082035219610678
Argentina;BRDC_Warm temperate moist_2030y_SOC;40.62662494873819;38.106815338134766;12.087931130627412
Argentina;NEEV_Boreal dry_2030y_SOC;385.700341796875;385.3874206542969;2.82101821843198
Argentina;NEEV_Boreal moist_2030y_SOC;;;
Argentina;NEEV_Cold temperate dry_2030y_SOC;174.5530396985013;166.30636596679688;46.67791514194534
Argentina;NEEV_Cold temperate moist_2030y_SOC;241.4331270459404;236.45053100585935;55.91441207330601
Argentina;NEEV_Subtropical_2030y_SOC;73.7282832511228;66.00947570800781;31.123246843384376
Argentina;NEEV_Tropical_2030y_SOC;111.67600394624432;116.84417724609376;33.15726075273535
Argentina;NEEV_Warm temperate dry_2030y_SOC;88.12918679636843;79.75773620605469;19.292455942113257
Argentina;Sorghum_rf_2030y_SOC;29.478153418559625;27.81200408935547;10.737404279748892
Argentina;natural_grassland_cattle_avg_2030y_SOC;42.20824817914745;40.255462646484375;13.208888102078632
Argentina;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;42.23449860024402;40.2787971496582;13.221984539140385
Argentina;natural_grassland_cattle_hps_2030y_SOC;42.35789678270285;40.37068557739258;13.228971124309782
Argentina;natural_grassland_cattle_lps_2030y_SOC;42.1576472941852;40.222599029541016;13.20249980820259
Argentina;natural_grassland_goat_2030y_SOC;41.641276716535536;39.783199310302734;13.153539115004104
Argentina;natural_grassland_sheep_2030y_SOC;41.65592191735454;39.78997802734375;13.165584722416211
Armenia;BRDC_Boreal dry_2030y_SOC;;;
Armenia;BRDC_Boreal moist_2030y_SOC;;;
Armenia;BRDC_Cold temperate dry_2030y_SOC;;;
Armenia;BRDC_Cold temperate moist_2030y_SOC;;;
Armenia;BRDC_Subtropical_2030y_SOC;;;
Armenia;BRDC_Tropical_2030y_SOC;;;
Armenia;BRDC_Warm temperate dry_2030y_SOC;;;
Armenia;BRDC_Warm temperate moist_2030y_SOC;;;
Armenia;NEEV_Boreal dry_2030y_SOC;;;
Armenia;NEEV_Boreal moist_2030y_SOC;;;
Armenia;NEEV_Cold temperate dry_2030y_SOC;;;
Armenia;NEEV_Cold temperate moist_2030y_SOC;;;
Armenia;NEEV_Subtropical_2030y_SOC;;;
Armenia;NEEV_Tropical_2030y_SOC;;;
Armenia;NEEV_Warm temperate dry_2030y_SOC;;;
Armenia;Sorghum_rf_2030y_SOC;48.89861824160422;56.84284973144531;11.575623130651463
Armenia;natural_grassland_cattle_avg_2030y_SOC;61.51202850993138;63.63936996459961;7.952101779086232
Armenia;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;61.62812197697799;63.72990417480469;7.885870803768049
Armenia;natural_grassland_cattle_hps_2030y_SOC;61.48873681295946;63.533721923828125;7.944495419504872
Armenia;natural_grassland_cattle_lps_2030y_SOC;61.52232016135851;63.56968688964844;7.943272008625319
Armenia;natural_grassland_goat_2030y_SOC;60.350505709192845;62.59717559814453;8.048179039891371
Armenia;natural_grassland_sheep_2030y_SOC;60.463039994880255;62.65726089477539;7.970075091595476
Aruba;BRDC_Boreal dry_2030y_SOC;;;
Aruba;BRDC_Boreal moist_2030y_SOC;;;
Aruba;BRDC_Cold temperate dry_2030y_SOC;;;
Aruba;BRDC_Cold temperate moist_2030y_SOC;;;
Aruba;BRDC_Subtropical_2030y_SOC;;;
Aruba;BRDC_Tropical_2030y_SOC;;;
Aruba;BRDC_Warm temperate dry_2030y_SOC;;;
Aruba;BRDC_Warm temperate moist_2030y_SOC;;;
Aruba;NEEV_Boreal dry_2030y_SOC;;;
Aruba;NEEV_Boreal moist_2030y_SOC;;;
Aruba;NEEV_Cold temperate dry_2030y_SOC;;;
Aruba;NEEV_Cold temperate moist_2030y_SOC;;;
Aruba;NEEV_Subtropical_2030y_SOC;;;
Aruba;NEEV_Tropical_2030y_SOC;;;
Aruba;NEEV_Warm temperate dry_2030y_SOC;;;
Aruba;Sorghum_rf_2030y_SOC;;;
Aruba;natural_grassland_cattle_avg_2030y_SOC;;;
Aruba;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;;;
Aruba;natural_grassland_cattle_hps_2030y_SOC;;;
Aruba;natural_grassland_cattle_lps_2030y_SOC;;;
Aruba;natural_grassland_goat_2030y_SOC;;;
Aruba;natural_grassland_sheep_2030y_SOC;;;
Arunachal Pradesh;BRDC_Boreal dry_2030y_SOC;;;
Arunachal Pradesh;BRDC_Boreal moist_2030y_SOC;;;
Arunachal Pradesh;BRDC_Cold temperate dry_2030y_SOC;;;
Arunachal Pradesh;BRDC_Cold temperate moist_2030y_SOC;;;
Arunachal Pradesh;BRDC_Subtropical_2030y_SOC;178.2439588539417;161.01455688476562;48.395290725615816
Arunachal Pradesh;BRDC_Tropical_2030y_SOC;134.22379206710326;133.69996643066406;18.58150779068191
Arunachal Pradesh;BRDC_Warm temperate dry_2030y_SOC;;;
Arunachal Pradesh;BRDC_Warm temperate moist_2030y_SOC;54.51771277553525;49.63216781616211;11.9215496573391
Arunachal Pradesh;NEEV_Boreal dry_2030y_SOC;;;
Arunachal Pradesh;NEEV_Boreal moist_2030y_SOC;;;
Arunachal Pradesh;NEEV_Cold temperate dry_2030y_SOC;;;
Arunachal Pradesh;NEEV_Cold temperate moist_2030y_SOC;;;
Arunachal Pradesh;NEEV_Subtropical_2030y_SOC;137.41683567336204;124.07416534423828;36.23293718556267
Arunachal Pradesh;NEEV_Tropical_2030y_SOC;;;
Arunachal Pradesh;NEEV_Warm temperate dry_2030y_SOC;;;
Arunachal Pradesh;Sorghum_rf_2030y_SOC;48.18352207948028;44.994232177734375;12.852511492876614
Arunachal Pradesh;natural_grassland_cattle_avg_2030y_SOC;55.9888020286772;54.713356018066406;9.998543541458004
Arunachal Pradesh;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;56.002989452370464;54.80541610717773;9.998541752921462
Arunachal Pradesh;natural_grassland_cattle_hps_2030y_SOC;55.99877912638792;54.74313354492188;9.993909335820542
Arunachal Pradesh;natural_grassland_cattle_lps_2030y_SOC;55.98903505637372;54.749794006347656;9.995946259707448
Arunachal Pradesh;natural_grassland_goat_2030y_SOC;55.88860445868538;54.755126953125;10.043541075123706
Arunachal Pradesh;natural_grassland_sheep_2030y_SOC;55.88259739336863;54.77910232543945;10.042473725356642
Ashmore and Cartier Islands;BRDC_Boreal dry_2030y_SOC;;;
Ashmore and Cartier Islands;BRDC_Boreal moist_2030y_SOC;;;
Ashmore and Cartier Islands;BRDC_Cold temperate dry_2030y_SOC;;;
Ashmore and Cartier Islands;BRDC_Cold temperate moist_2030y_SOC;;;
Ashmore and Cartier Islands;BRDC_Subtropical_2030y_SOC;;;
Ashmore and Cartier Islands;BRDC_Tropical_2030y_SOC;;;
Ashmore and Cartier Islands;BRDC_Warm temperate dry_2030y_SOC;;;
Ashmore and Cartier Islands;BRDC_Warm temperate moist_2030y_SOC;;;
Ashmore and Cartier Islands;NEEV_Boreal dry_2030y_SOC;;;
Ashmore and Cartier Islands;NEEV_Boreal moist_2030y_SOC;;;
Ashmore and Cartier Islands;NEEV_Cold temperate dry_2030y_SOC;;;
Ashmore and Cartier Islands;NEEV_Cold temperate moist_2030y_SOC;;;
Ashmore and Cartier Islands;NEEV_Subtropical_2030y_SOC;;;
Ashmore and Cartier Islands;NEEV_Tropical_2030y_SOC;;;
Ashmore and Cartier Islands;NEEV_Warm temperate dry_2030y_SOC;;;
Ashmore and Cartier Islands;Sorghum_rf_2030y_SOC;;;
Ashmore and Cartier Islands;natural_grassland_cattle_avg_2030y_SOC;;;
Ashmore and Cartier Islands;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;;;
Ashmore and Cartier Islands;natural_grassland_cattle_hps_2030y_SOC;;;
Ashmore and Cartier Islands;natural_grassland_cattle_lps_2030y_SOC;;;
Ashmore and Cartier Islands;natural_grassland_goat_2030y_SOC;;;
Ashmore and Cartier Islands;natural_grassland_sheep_2030y_SOC;;;
Australia;BRDC_Boreal dry_2030y_SOC;;;
Australia;BRDC_Boreal moist_2030y_SOC;;;
Australia;BRDC_Cold temperate dry_2030y_SOC;;;
Australia;BRDC_Cold temperate moist_2030y_SOC;;;
Australia;BRDC_Subtropical_2030y_SOC;129.2440630622503;124.5155792236328;43.77006279944175
Australia;BRDC_Tropical_2030y_SOC;87.59006234835303;90.02528381347656;31.688014736869388
Australia;BRDC_Warm temperate dry_2030y_SOC;;;
Australia;BRDC_Warm temperate moist_2030y_SOC;29.152935990696488;27.840892791748047;4.858131539956219
Australia;NEEV_Boreal dry_2030y_SOC;;;
Australia;NEEV_Boreal moist_2030y_SOC;;;
Australia;NEEV_Cold temperate dry_2030y_SOC;;;
Australia;NEEV_Cold temperate moist_2030y_SOC;;;
Australia;NEEV_Subtropical_2030y_SOC;94.8263711706166;92.0478286743164;30.90392443817941
Australia;NEEV_Tropical_2030y_SOC;149.48927015755143;154.74021911621094;34.06199372138803
Australia;NEEV_Warm temperate dry_2030y_SOC;;;
Australia;Sorghum_rf_2030y_SOC;24.690696740064222;20.354921340942383;14.960940754632135
Australia;natural_grassland_cattle_avg_2030y_SOC;36.40073811184464;33.20699691772461;12.649361455551828
Australia;natural_grassland_cattle_avg_sheep_goat_2030y_SOC;36.48956354333672;33.24974060058594;12.7038355817182
Australia;natural_grassland_cattle_hps_2030y_SOC;36.40044510657796;33.202396392822266;12.648983940368796
Australia;natural_grassland_cattle_lps_2030y_SOC;36.40059105017441;33.20716094970703;12.648276323525671
