,ADM0_NAME,flow_name,leaf,leaf_median,leaf_std,_source_file
0,Abyei,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
1,Afghanistan,Barley_irr_roff_rt,3.8081217,1.2991362,6.647722,se_rate_25km_clipped_Barley_irr_roff_rt.tif
2,Aksai Chin,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
3,Albania,Barley_irr_roff_rt,16.292519,15.652354,9.003258,se_rate_25km_clipped_Barley_irr_roff_rt.tif
4,Algeria,Barley_irr_roff_rt,1.4688201,0.37440202,2.578442,se_rate_25km_clipped_Barley_irr_roff_rt.tif
5,American Samoa,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
6,Andorra,Barley_irr_roff_rt,33.872578,36.222557,3.3463564,se_rate_25km_clipped_Barley_irr_roff_rt.tif
7,Angola,Barley_irr_roff_rt,4.432113,2.5694811,5.710043,se_rate_25km_clipped_Barley_irr_roff_rt.tif
8,Anguilla,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
9,Antarctica,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
10,Antigua and Barbuda,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
11,Argentina,Barley_irr_roff_rt,2.3647566,1.1174039,5.805199,se_rate_25km_clipped_Barley_irr_roff_rt.tif
12,Armenia,Barley_irr_roff_rt,4.4603143,3.8500724,3.830257,se_rate_25km_clipped_Barley_irr_roff_rt.tif
13,Aruba,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
14,Arunachal Pradesh,Barley_irr_roff_rt,86.654236,87.92092,44.964954,se_rate_25km_clipped_Barley_irr_roff_rt.tif
15,Ashmore and Cartier Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
16,Australia,Barley_irr_roff_rt,1.6261646,0.37410805,4.0752435,se_rate_25km_clipped_Barley_irr_roff_rt.tif
17,Austria,Barley_irr_roff_rt,9.538262,7.24177,8.610671,se_rate_25km_clipped_Barley_irr_roff_rt.tif
18,Azerbaijan,Barley_irr_roff_rt,4.110748,1.949909,5.5581813,se_rate_25km_clipped_Barley_irr_roff_rt.tif
19,Azores Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
20,Bahamas,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
21,Bahrain,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
22,Baker Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
23,Bangladesh,Barley_irr_roff_rt,9.387213,5.163382,16.157894,se_rate_25km_clipped_Barley_irr_roff_rt.tif
24,Barbados,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
25,Bassas da India,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
26,Belarus,Barley_irr_roff_rt,0.2262102,0.20647693,0.08324374,se_rate_25km_clipped_Barley_irr_roff_rt.tif
27,Belgium,Barley_irr_roff_rt,0.90812564,0.3634973,1.1463313,se_rate_25km_clipped_Barley_irr_roff_rt.tif
28,Belize,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
29,Benin,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
30,Bermuda,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
31,Bhutan,Barley_irr_roff_rt,79.635826,77.04081,46.72106,se_rate_25km_clipped_Barley_irr_roff_rt.tif
32,Bird Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
33,Bolivia,Barley_irr_roff_rt,35.915215,25.88593,36.115055,se_rate_25km_clipped_Barley_irr_roff_rt.tif
34,Bosnia and Herzegovina,Barley_irr_roff_rt,10.510078,9.418357,7.727803,se_rate_25km_clipped_Barley_irr_roff_rt.tif
35,Botswana,Barley_irr_roff_rt,0.68196523,0.5890092,0.3846632,se_rate_25km_clipped_Barley_irr_roff_rt.tif
36,Bouvet Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
37,Brazil,Barley_irr_roff_rt,16.253042,8.242125,19.687925,se_rate_25km_clipped_Barley_irr_roff_rt.tif
38,British Indian Ocean Territory,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
39,British Virgin Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
40,Brunei Darussalam,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
41,Bulgaria,Barley_irr_roff_rt,2.635745,2.0212169,2.0286508,se_rate_25km_clipped_Barley_irr_roff_rt.tif
42,Burkina Faso,Barley_irr_roff_rt,0.9273921,0.7101958,0.8958415,se_rate_25km_clipped_Barley_irr_roff_rt.tif
43,Burundi,Barley_irr_roff_rt,22.004063,14.481907,19.151287,se_rate_25km_clipped_Barley_irr_roff_rt.tif
44,Cambodia,Barley_irr_roff_rt,25.390055,20.495638,19.443262,se_rate_25km_clipped_Barley_irr_roff_rt.tif
45,Cameroon,Barley_irr_roff_rt,20.935217,14.67016,21.258305,se_rate_25km_clipped_Barley_irr_roff_rt.tif
46,Canada,Barley_irr_roff_rt,1.5521637,0.38232335,4.5200906,se_rate_25km_clipped_Barley_irr_roff_rt.tif
47,Cape Verde,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
48,Cayman Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
49,Central African Republic,Barley_irr_roff_rt,11.071314,11.071314,0.0,se_rate_25km_clipped_Barley_irr_roff_rt.tif
50,Chad,Barley_irr_roff_rt,0.7795571,0.5287331,1.1049759,se_rate_25km_clipped_Barley_irr_roff_rt.tif
51,Chile,Barley_irr_roff_rt,7.004502,3.948503,9.10095,se_rate_25km_clipped_Barley_irr_roff_rt.tif
52,China,Barley_irr_roff_rt,17.448408,4.9587593,25.29232,se_rate_25km_clipped_Barley_irr_roff_rt.tif
53,China/India,Barley_irr_roff_rt,20.349356,20.349356,0.0,se_rate_25km_clipped_Barley_irr_roff_rt.tif
54,Christmas Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
55,Clipperton Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
56,Cocos (Keeling) Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
57,Colombia,Barley_irr_roff_rt,80.1231,80.05933,45.399685,se_rate_25km_clipped_Barley_irr_roff_rt.tif
58,Comoros,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
59,Congo,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
60,Cook Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
61,Costa Rica,Barley_irr_roff_rt,99.48522,96.71307,40.556076,se_rate_25km_clipped_Barley_irr_roff_rt.tif
62,Croatia,Barley_irr_roff_rt,7.1153407,4.159625,9.022703,se_rate_25km_clipped_Barley_irr_roff_rt.tif
63,Cuba,Barley_irr_roff_rt,31.985096,31.985096,3.5527137e-15,se_rate_25km_clipped_Barley_irr_roff_rt.tif
64,Cyprus,Barley_irr_roff_rt,2.1292884,1.2921267,2.1933708,se_rate_25km_clipped_Barley_irr_roff_rt.tif
65,Czech Republic,Barley_irr_roff_rt,1.2460574,0.81520057,1.3570057,se_rate_25km_clipped_Barley_irr_roff_rt.tif
66,Côte d'Ivoire,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
67,Dem People's Rep of Korea,Barley_irr_roff_rt,26.587107,19.262037,22.933735,se_rate_25km_clipped_Barley_irr_roff_rt.tif
68,Democratic Republic of the Congo,Barley_irr_roff_rt,14.137352,5.0984006,21.918127,se_rate_25km_clipped_Barley_irr_roff_rt.tif
69,Denmark,Barley_irr_roff_rt,0.35515606,0.31660676,0.14692876,se_rate_25km_clipped_Barley_irr_roff_rt.tif
70,Djibouti,Barley_irr_roff_rt,4.3745203,5.370811,1.9794291,se_rate_25km_clipped_Barley_irr_roff_rt.tif
71,Dominica,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
72,Dominican Republic,Barley_irr_roff_rt,55.570347,44.391533,34.94567,se_rate_25km_clipped_Barley_irr_roff_rt.tif
73,Ecuador,Barley_irr_roff_rt,64.50804,53.610485,48.30953,se_rate_25km_clipped_Barley_irr_roff_rt.tif
74,Egypt,Barley_irr_roff_rt,0.05527304,0.037145603,0.05464763,se_rate_25km_clipped_Barley_irr_roff_rt.tif
75,El Salvador,Barley_irr_roff_rt,62.900997,35.546543,39.652092,se_rate_25km_clipped_Barley_irr_roff_rt.tif
76,Equatorial Guinea,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
77,Eritrea,Barley_irr_roff_rt,12.815448,9.357131,14.539079,se_rate_25km_clipped_Barley_irr_roff_rt.tif
78,Estonia,Barley_irr_roff_rt,0.26525036,0.24818654,0.09578827,se_rate_25km_clipped_Barley_irr_roff_rt.tif
79,Ethiopia,Barley_irr_roff_rt,17.39839,11.892825,19.35909,se_rate_25km_clipped_Barley_irr_roff_rt.tif
80,Europa Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
81,Falkland Islands (Malvinas),Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
82,Faroe Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
83,Fiji,Barley_irr_roff_rt,61.00849,61.00849,7.1054274e-15,se_rate_25km_clipped_Barley_irr_roff_rt.tif
84,Finland,Barley_irr_roff_rt,0.16656661,0.12574737,0.118500784,se_rate_25km_clipped_Barley_irr_roff_rt.tif
85,France,Barley_irr_roff_rt,3.0631592,0.7953772,5.2435074,se_rate_25km_clipped_Barley_irr_roff_rt.tif
86,French Guiana,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
87,French Polynesia,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
88,French Southern and Antarctic Territories,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
89,Gabon,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
90,Gambia,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
91,Gaza Strip,Barley_irr_roff_rt,0.1854253,0.13196331,0.08910043,se_rate_25km_clipped_Barley_irr_roff_rt.tif
92,Georgia,Barley_irr_roff_rt,13.852996,10.11345,13.994348,se_rate_25km_clipped_Barley_irr_roff_rt.tif
93,Germany,Barley_irr_roff_rt,1.178312,0.5059527,2.0729742,se_rate_25km_clipped_Barley_irr_roff_rt.tif
94,Ghana,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
95,Gibraltar,Barley_irr_roff_rt,7.32925,7.32925,0.0,se_rate_25km_clipped_Barley_irr_roff_rt.tif
96,Glorioso Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
97,Greece,Barley_irr_roff_rt,8.0310755,5.7322917,6.8146462,se_rate_25km_clipped_Barley_irr_roff_rt.tif
98,Greenland,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
99,Grenada,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
100,Guadeloupe,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
101,Guam,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
102,Guatemala,Barley_irr_roff_rt,45.38643,37.52143,30.18756,se_rate_25km_clipped_Barley_irr_roff_rt.tif
103,Guernsey,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
104,Guinea,Barley_irr_roff_rt,2.2763293,2.2763293,0.0,se_rate_25km_clipped_Barley_irr_roff_rt.tif
105,Guinea-Bissau,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
106,Guyana,Barley_irr_roff_rt,3.6884806,3.6884806,0.0,se_rate_25km_clipped_Barley_irr_roff_rt.tif
107,Haiti,Barley_irr_roff_rt,41.7611,37.968533,13.987196,se_rate_25km_clipped_Barley_irr_roff_rt.tif
108,Hala'ib triangle,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
109,Heard Island and McDonald Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
110,Holy See,Barley_irr_roff_rt,2.2817178,2.2817178,0.0,se_rate_25km_clipped_Barley_irr_roff_rt.tif
111,Honduras,Barley_irr_roff_rt,48.00429,40.412434,32.66456,se_rate_25km_clipped_Barley_irr_roff_rt.tif
112,Hong Kong,Barley_irr_roff_rt,145.18579,151.6936,11.271872,se_rate_25km_clipped_Barley_irr_roff_rt.tif
113,Howland Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
114,Hungary,Barley_irr_roff_rt,0.7070444,0.384611,0.7085809,se_rate_25km_clipped_Barley_irr_roff_rt.tif
115,Iceland,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
116,Ilemi triangle,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
117,India,Barley_irr_roff_rt,11.588225,2.7339163,24.21171,se_rate_25km_clipped_Barley_irr_roff_rt.tif
118,Indonesia,Barley_irr_roff_rt,87.57935,83.08593,47.424477,se_rate_25km_clipped_Barley_irr_roff_rt.tif
119,Iran  (Islamic Republic of),Barley_irr_roff_rt,1.1140372,0.29126367,2.0242245,se_rate_25km_clipped_Barley_irr_roff_rt.tif
120,Iraq,Barley_irr_roff_rt,1.3540765,0.13243923,3.064737,se_rate_25km_clipped_Barley_irr_roff_rt.tif
121,Ireland,Barley_irr_roff_rt,1.5016912,0.6383203,2.3793244,se_rate_25km_clipped_Barley_irr_roff_rt.tif
122,Isle of Man,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
123,Israel,Barley_irr_roff_rt,2.169346,0.60040337,3.2287924,se_rate_25km_clipped_Barley_irr_roff_rt.tif
124,Italy,Barley_irr_roff_rt,9.952189,7.205282,9.531163,se_rate_25km_clipped_Barley_irr_roff_rt.tif
125,Jamaica,Barley_irr_roff_rt,151.6936,151.6936,0.0,se_rate_25km_clipped_Barley_irr_roff_rt.tif
126,Jammu and Kashmir,Barley_irr_roff_rt,27.752544,20.585592,24.873058,se_rate_25km_clipped_Barley_irr_roff_rt.tif
127,Japan,Barley_irr_roff_rt,51.13178,37.267612,43.186665,se_rate_25km_clipped_Barley_irr_roff_rt.tif
128,Jarvis Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
129,Jersey,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
130,Johnston Atoll,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
131,Jordan,Barley_irr_roff_rt,0.2698765,0.0,0.6794231,se_rate_25km_clipped_Barley_irr_roff_rt.tif
132,Juan de Nova Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
133,Kazakhstan,Barley_irr_roff_rt,0.29176563,0.12296776,0.747765,se_rate_25km_clipped_Barley_irr_roff_rt.tif
134,Kenya,Barley_irr_roff_rt,10.540669,5.8262405,13.307766,se_rate_25km_clipped_Barley_irr_roff_rt.tif
135,Kingman Reef,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
136,Kiribati,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
137,Kuril islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
138,Kuwait,Barley_irr_roff_rt,0.21154167,0.11132392,0.13765745,se_rate_25km_clipped_Barley_irr_roff_rt.tif
139,Kyrgyzstan,Barley_irr_roff_rt,3.0314975,1.7253255,4.0615993,se_rate_25km_clipped_Barley_irr_roff_rt.tif
140,Lao People's Democratic Republic,Barley_irr_roff_rt,56.688114,52.49849,30.821896,se_rate_25km_clipped_Barley_irr_roff_rt.tif
141,Latvia,Barley_irr_roff_rt,0.3391377,0.30647662,0.14490442,se_rate_25km_clipped_Barley_irr_roff_rt.tif
142,Lebanon,Barley_irr_roff_rt,15.858662,5.8472586,17.712666,se_rate_25km_clipped_Barley_irr_roff_rt.tif
143,Lesotho,Barley_irr_roff_rt,17.114553,16.108393,8.993527,se_rate_25km_clipped_Barley_irr_roff_rt.tif
144,Liberia,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
145,Libya,Barley_irr_roff_rt,0.22828268,0.00017112358,0.4536878,se_rate_25km_clipped_Barley_irr_roff_rt.tif
146,Liechtenstein,Barley_irr_roff_rt,11.872219,1.8119028,11.634133,se_rate_25km_clipped_Barley_irr_roff_rt.tif
147,Lithuania,Barley_irr_roff_rt,0.27282467,0.25296324,0.08995236,se_rate_25km_clipped_Barley_irr_roff_rt.tif
148,Luxembourg,Barley_irr_roff_rt,2.6956227,1.6147598,1.8360006,se_rate_25km_clipped_Barley_irr_roff_rt.tif
149,Ma'tan al-Sarra,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
150,Macau,Barley_irr_roff_rt,3.2622643,3.2622643,0.0,se_rate_25km_clipped_Barley_irr_roff_rt.tif
151,Madagascar,Barley_irr_roff_rt,26.010042,16.79543,28.399466,se_rate_25km_clipped_Barley_irr_roff_rt.tif
152,Madeira Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
153,Malawi,Barley_irr_roff_rt,16.49489,7.6047845,21.195204,se_rate_25km_clipped_Barley_irr_roff_rt.tif
154,Malaysia,Barley_irr_roff_rt,96.34532,83.573135,49.843346,se_rate_25km_clipped_Barley_irr_roff_rt.tif
155,Maldives,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
156,Mali,Barley_irr_roff_rt,0.5758456,0.5124727,0.27125433,se_rate_25km_clipped_Barley_irr_roff_rt.tif
157,Malta,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
158,Marshall Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
159,Martinique,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
160,Mauritania,Barley_irr_roff_rt,0.52063775,0.42561156,0.3215283,se_rate_25km_clipped_Barley_irr_roff_rt.tif
161,Mauritius,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
162,Mayotte,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
163,Mexico,Barley_irr_roff_rt,12.68389,4.3615384,18.11038,se_rate_25km_clipped_Barley_irr_roff_rt.tif
164,Micronesia (Federated States of),Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
165,Midway Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
166,"Moldova, Republic of",Barley_irr_roff_rt,1.1467459,1.137184,0.6044129,se_rate_25km_clipped_Barley_irr_roff_rt.tif
167,Monaco,Barley_irr_roff_rt,12.40103,12.40103,0.0,se_rate_25km_clipped_Barley_irr_roff_rt.tif
168,Mongolia,Barley_irr_roff_rt,1.0745953,0.5001909,1.3758347,se_rate_25km_clipped_Barley_irr_roff_rt.tif
169,Montenegro,Barley_irr_roff_rt,11.503196,10.0910425,6.1803875,se_rate_25km_clipped_Barley_irr_roff_rt.tif
170,Montserrat,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
171,Morocco,Barley_irr_roff_rt,2.8456419,1.0923932,3.820641,se_rate_25km_clipped_Barley_irr_roff_rt.tif
172,Mozambique,Barley_irr_roff_rt,7.122514,3.1040902,11.288956,se_rate_25km_clipped_Barley_irr_roff_rt.tif
173,Myanmar,Barley_irr_roff_rt,41.55523,30.61423,36.972805,se_rate_25km_clipped_Barley_irr_roff_rt.tif
174,Namibia,Barley_irr_roff_rt,1.6202804,0.843946,2.5642292,se_rate_25km_clipped_Barley_irr_roff_rt.tif
175,Nauru,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
176,Navassa Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
177,Nepal,Barley_irr_roff_rt,51.711754,41.40791,43.026566,se_rate_25km_clipped_Barley_irr_roff_rt.tif
178,Netherlands,Barley_irr_roff_rt,0.19675551,0.17824762,0.0720698,se_rate_25km_clipped_Barley_irr_roff_rt.tif
179,Netherlands Antilles,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
180,New Caledonia,Barley_irr_roff_rt,85.852264,75.53471,53.862644,se_rate_25km_clipped_Barley_irr_roff_rt.tif
181,New Zealand,Barley_irr_roff_rt,11.326918,4.6279497,16.390177,se_rate_25km_clipped_Barley_irr_roff_rt.tif
182,Nicaragua,Barley_irr_roff_rt,50.09742,38.00964,30.1466,se_rate_25km_clipped_Barley_irr_roff_rt.tif
183,Niger,Barley_irr_roff_rt,0.5931322,0.5274649,0.2589933,se_rate_25km_clipped_Barley_irr_roff_rt.tif
184,Nigeria,Barley_irr_roff_rt,2.3278708,0.9816886,4.6978407,se_rate_25km_clipped_Barley_irr_roff_rt.tif
185,Niue,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
186,Norfolk Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
187,Northern Mariana Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
188,Norway,Barley_irr_roff_rt,7.147711,1.8217698,13.209627,se_rate_25km_clipped_Barley_irr_roff_rt.tif
189,Oman,Barley_irr_roff_rt,3.1354694,1.8308513,2.6410403,se_rate_25km_clipped_Barley_irr_roff_rt.tif
190,Pakistan,Barley_irr_roff_rt,4.715151,1.0574723,10.5316725,se_rate_25km_clipped_Barley_irr_roff_rt.tif
191,Palau,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
192,Palmyra Atoll,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
193,Panama,Barley_irr_roff_rt,129.85767,145.14072,25.024364,se_rate_25km_clipped_Barley_irr_roff_rt.tif
194,Papua New Guinea,Barley_irr_roff_rt,79.518486,79.48213,44.235844,se_rate_25km_clipped_Barley_irr_roff_rt.tif
195,Paracel Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
196,Paraguay,Barley_irr_roff_rt,3.5615098,2.056652,3.8293223,se_rate_25km_clipped_Barley_irr_roff_rt.tif
197,Peru,Barley_irr_roff_rt,44.80287,35.538666,36.515285,se_rate_25km_clipped_Barley_irr_roff_rt.tif
198,Philippines,Barley_irr_roff_rt,94.067665,101.61887,48.923546,se_rate_25km_clipped_Barley_irr_roff_rt.tif
199,Pitcairn,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
200,Poland,Barley_irr_roff_rt,0.4814136,0.24564955,0.78996384,se_rate_25km_clipped_Barley_irr_roff_rt.tif
201,Portugal,Barley_irr_roff_rt,3.080882,1.7302971,3.3541055,se_rate_25km_clipped_Barley_irr_roff_rt.tif
202,Puerto Rico,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
203,Qatar,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
204,Republic of Korea,Barley_irr_roff_rt,43.14389,40.187187,28.914188,se_rate_25km_clipped_Barley_irr_roff_rt.tif
205,Romania,Barley_irr_roff_rt,2.3242247,1.4949862,2.2718592,se_rate_25km_clipped_Barley_irr_roff_rt.tif
206,Russian Federation,Barley_irr_roff_rt,0.9562421,0.2455476,2.0562038,se_rate_25km_clipped_Barley_irr_roff_rt.tif
207,Rwanda,Barley_irr_roff_rt,26.734726,23.693354,20.29502,se_rate_25km_clipped_Barley_irr_roff_rt.tif
208,Réunion,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
209,Saint Helena,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
210,Saint Kitts and Nevis,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
211,Saint Lucia,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
212,Saint Pierre et Miquelon,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
213,Saint Vincent and the Grenadines,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
214,Samoa,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
215,San Marino,Barley_irr_roff_rt,11.066231,13.738837,4.6290903,se_rate_25km_clipped_Barley_irr_roff_rt.tif
216,Sao Tome and Principe,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
217,Saudi Arabia,Barley_irr_roff_rt,0.85103506,0.04335104,2.133036,se_rate_25km_clipped_Barley_irr_roff_rt.tif
218,Scarborough Reef,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
219,Senegal,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
220,Senkaku Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
221,Serbia,Barley_irr_roff_rt,4.7853746,2.9017472,4.98441,se_rate_25km_clipped_Barley_irr_roff_rt.tif
222,Seychelles,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
223,Sierra Leone,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
224,Singapore,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
225,Slovakia,Barley_irr_roff_rt,3.1130338,2.1522098,2.658744,se_rate_25km_clipped_Barley_irr_roff_rt.tif
226,Slovenia,Barley_irr_roff_rt,16.822279,15.166227,13.075241,se_rate_25km_clipped_Barley_irr_roff_rt.tif
227,Solomon Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
228,Somalia,Barley_irr_roff_rt,1.740037,0.78322685,2.537682,se_rate_25km_clipped_Barley_irr_roff_rt.tif
229,South Africa,Barley_irr_roff_rt,3.8862824,1.3538941,6.4648967,se_rate_25km_clipped_Barley_irr_roff_rt.tif
230,South Georgia and the South Sandwich Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
231,South Sudan,Barley_irr_roff_rt,50.73775,48.37871,41.32069,se_rate_25km_clipped_Barley_irr_roff_rt.tif
