,ADM0_NAME,flow_name,leaf,leaf_median,leaf_std,_source_file
24927,French Polynesia,Rapeseed_irr_ron_rt,109.00708,118.88306,40.072803,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24928,French Southern and Antarctic Territories,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24929,Gabon,Rapeseed_irr_ron_rt,21.378149,16.03099,16.839256,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24930,Gambia,Rapeseed_irr_ron_rt,2.119968,2.119968,0.0,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24931,Gaza Strip,Rapeseed_irr_ron_rt,0.20396782,0.14515965,0.09801047,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24932,Georgia,Rapeseed_irr_ron_rt,15.25535,11.124795,15.432104,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24933,Germany,Rapeseed_irr_ron_rt,1.2961432,0.556548,2.2802718,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24934,Ghana,Rapeseed_irr_ron_rt,11.256671,8.850698,7.1999755,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24935,Gibraltar,Rapeseed_irr_ron_rt,8.062175,8.062175,0.0,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24936,Glorioso Island,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24937,Greece,Rapeseed_irr_ron_rt,8.834184,6.3055205,7.496111,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24938,Greenland,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24939,Grenada,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24940,Guadeloupe,Rapeseed_irr_ron_rt,170.93225,170.93225,0.0,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24941,Guam,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24942,Guatemala,Rapeseed_irr_ron_rt,36.80308,29.925196,28.522144,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24943,Guernsey,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24944,Guinea,Rapeseed_irr_ron_rt,16.886375,11.813145,15.931454,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24945,Guinea-Bissau,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24946,Guyana,Rapeseed_irr_ron_rt,25.657244,15.304017,34.985096,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24947,Haiti,Rapeseed_irr_ron_rt,80.2886,66.00039,56.80209,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24948,Hala'ib triangle,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24949,Heard Island and McDonald Islands,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24950,Holy See,Rapeseed_irr_ron_rt,2.5098896,2.5098896,0.0,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24951,Honduras,Rapeseed_irr_ron_rt,48.55935,44.595306,30.412981,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24952,Hong Kong,Rapeseed_irr_ron_rt,178.70242,189.75699,19.147057,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24953,Howland Island,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24954,Hungary,Rapeseed_irr_ron_rt,0.7777489,0.4230721,0.77943903,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24955,Iceland,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24956,Ilemi triangle,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24957,India,Rapeseed_irr_ron_rt,13.236549,3.0540044,27.54963,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24958,Indonesia,Rapeseed_irr_ron_rt,93.01682,85.58009,54.240185,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24959,Iran  (Islamic Republic of),Rapeseed_irr_ron_rt,1.2300043,0.32039005,2.2315784,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24960,Iraq,Rapeseed_irr_ron_rt,1.4947519,0.14625096,3.376764,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24961,Ireland,Rapeseed_irr_ron_rt,1.6518604,0.7021524,2.6172569,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24962,Isle of Man,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24963,Israel,Rapeseed_irr_ron_rt,2.3862805,0.6604437,3.5516717,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24964,Italy,Rapeseed_irr_ron_rt,10.977111,7.7775784,10.609198,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24965,Jamaica,Rapeseed_irr_ron_rt,59.64218,45.943386,43.328133,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24966,Jammu and Kashmir,Rapeseed_irr_ron_rt,30.665009,23.506243,27.723919,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24967,Japan,Rapeseed_irr_ron_rt,58.284603,40.45341,51.08709,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24968,Jarvis Island,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24969,Jersey,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24970,Johnston Atoll,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24971,Jordan,Rapeseed_irr_ron_rt,0.29686418,0.0,0.74736536,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24972,Juan de Nova Island,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24973,Kazakhstan,Rapeseed_irr_ron_rt,0.31768677,0.1353091,0.8113451,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24974,Kenya,Rapeseed_irr_ron_rt,9.244177,5.3363433,10.659292,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24975,Kingman Reef,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24976,Kiribati,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24977,Kuril islands,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24978,Kuwait,Rapeseed_irr_ron_rt,0.23269583,0.12245631,0.1514232,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24979,Kyrgyzstan,Rapeseed_irr_ron_rt,3.3802679,1.9689523,4.4968,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24980,Lao People's Democratic Republic,Rapeseed_irr_ron_rt,58.264736,53.837498,36.367496,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24981,Latvia,Rapeseed_irr_ron_rt,0.37305146,0.3371243,0.15939485,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24982,Lebanon,Rapeseed_irr_ron_rt,17.444527,6.4319844,19.483932,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24983,Lesotho,Rapeseed_irr_ron_rt,18.826008,17.719233,9.89288,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24984,Liberia,Rapeseed_irr_ron_rt,32.897457,23.80637,28.945963,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24985,Libya,Rapeseed_irr_ron_rt,0.25111094,0.00018823594,0.49905658,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24986,Liechtenstein,Rapeseed_irr_ron_rt,13.059441,1.993093,12.797546,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24987,Lithuania,Rapeseed_irr_ron_rt,0.30010715,0.27825958,0.09894759,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24988,Luxembourg,Rapeseed_irr_ron_rt,2.965185,1.7762358,2.0196004,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24989,Ma'tan al-Sarra,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24990,Macau,Rapeseed_irr_ron_rt,3.5884907,3.5884907,0.0,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24991,Madagascar,Rapeseed_irr_ron_rt,28.020103,16.312307,32.27489,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24992,Madeira Islands,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24993,Malawi,Rapeseed_irr_ron_rt,15.722278,7.5037274,19.946207,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24994,Malaysia,Rapeseed_irr_ron_rt,85.17611,84.469215,46.718193,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24995,Maldives,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24996,Mali,Rapeseed_irr_ron_rt,0.64864576,0.62591326,0.35798618,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24997,Malta,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24998,Marshall Islands,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
24999,Martinique,Rapeseed_irr_ron_rt,77.02237,77.02237,0.0,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25000,Mauritania,Rapeseed_irr_ron_rt,0.6442148,0.5532546,0.25754616,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25001,Mauritius,Rapeseed_irr_ron_rt,14.996231,16.839205,4.3678,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25002,Mayotte,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25003,Mexico,Rapeseed_irr_ron_rt,13.504085,4.8638186,18.888186,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25004,Micronesia (Federated States of),Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25005,Midway Island,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25006,"Moldova, Republic of",Rapeseed_irr_ron_rt,1.2614206,1.2509025,0.66485417,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25007,Monaco,Rapeseed_irr_ron_rt,13.641131,13.641131,0.0,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25008,Mongolia,Rapeseed_irr_ron_rt,1.1637167,0.5252567,1.495753,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25009,Montenegro,Rapeseed_irr_ron_rt,12.27658,11.100146,6.399569,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25010,Montserrat,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25011,Morocco,Rapeseed_irr_ron_rt,3.130206,1.2016326,4.2027054,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25012,Mozambique,Rapeseed_irr_ron_rt,7.076127,3.424259,11.010316,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25013,Myanmar,Rapeseed_irr_ron_rt,47.65719,34.488747,43.04309,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25014,Namibia,Rapeseed_irr_ron_rt,1.7782086,0.9270964,2.8195245,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25015,Nauru,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25016,Navassa Island,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25017,Nepal,Rapeseed_irr_ron_rt,58.59627,45.71543,50.300705,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25018,Netherlands,Rapeseed_irr_ron_rt,0.21643107,0.19607238,0.079276785,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25019,Netherlands Antilles,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25020,New Caledonia,Rapeseed_irr_ron_rt,83.07892,56.16629,70.84709,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25021,New Zealand,Rapeseed_irr_ron_rt,12.277114,5.0762815,17.92996,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25022,Nicaragua,Rapeseed_irr_ron_rt,45.41164,39.67315,29.139957,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25023,Niger,Rapeseed_irr_ron_rt,0.6137236,0.5431565,0.29088464,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25024,Nigeria,Rapeseed_irr_ron_rt,13.644988,2.454672,28.74592,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25025,Niue,Rapeseed_irr_ron_rt,12.41867,12.41867,1.7763568e-15,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25026,Norfolk Island,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25027,Northern Mariana Islands,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25028,Norway,Rapeseed_irr_ron_rt,8.061014,2.140834,15.074139,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25029,Oman,Rapeseed_irr_ron_rt,3.4980838,2.0744686,2.9910536,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25030,Pakistan,Rapeseed_irr_ron_rt,5.1521955,1.1580024,11.558285,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25031,Palau,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25032,Palmyra Atoll,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25033,Panama,Rapeseed_irr_ron_rt,115.7478,124.58864,49.07432,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25034,Papua New Guinea,Rapeseed_irr_ron_rt,92.52884,88.90766,56.771282,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25035,Paracel Islands,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25036,Paraguay,Rapeseed_irr_ron_rt,3.517661,2.010898,4.019597,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25037,Peru,Rapeseed_irr_ron_rt,49.572464,39.680218,42.4114,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25038,Philippines,Rapeseed_irr_ron_rt,82.76683,75.613045,51.29535,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25039,Pitcairn,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25040,Poland,Rapeseed_irr_ron_rt,0.52946144,0.2702145,0.86884695,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25041,Portugal,Rapeseed_irr_ron_rt,3.3889701,1.9033267,3.6895158,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25042,Puerto Rico,Rapeseed_irr_ron_rt,51.475986,31.387703,39.568604,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25043,Qatar,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25044,Republic of Korea,Rapeseed_irr_ron_rt,47.59024,44.20591,32.08646,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25045,Romania,Rapeseed_irr_ron_rt,2.5401866,1.6444848,2.4848258,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25046,Russian Federation,Rapeseed_irr_ron_rt,1.2115881,0.3104649,2.4539971,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25047,Rwanda,Rapeseed_irr_ron_rt,27.117664,19.407732,21.458233,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25048,Réunion,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25049,Saint Helena,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25050,Saint Kitts and Nevis,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25051,Saint Lucia,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25052,Saint Pierre et Miquelon,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25053,Saint Vincent and the Grenadines,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25054,Samoa,Rapeseed_irr_ron_rt,6.8068676,4.2467813,3.7956583,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25055,San Marino,Rapeseed_irr_ron_rt,12.172853,15.1127205,5.091999,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25056,Sao Tome and Principe,Rapeseed_irr_ron_rt,2.2641673,2.2641673,0.0,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25057,Saudi Arabia,Rapeseed_irr_ron_rt,0.9447716,0.05895669,2.019004,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25058,Scarborough Reef,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25059,Senegal,Rapeseed_irr_ron_rt,1.9445409,1.8318086,1.1393056,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25060,Senkaku Islands,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25061,Serbia,Rapeseed_irr_ron_rt,5.247632,3.191922,5.4474416,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25062,Seychelles,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25063,Sierra Leone,Rapeseed_irr_ron_rt,65.84342,29.609905,62.906437,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25064,Singapore,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25065,Slovakia,Rapeseed_irr_ron_rt,3.404488,2.3674307,2.9082534,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25066,Slovenia,Rapeseed_irr_ron_rt,18.504507,16.68285,14.382765,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25067,Solomon Islands,Rapeseed_irr_ron_rt,80.95514,62.200687,30.946375,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25068,Somalia,Rapeseed_irr_ron_rt,1.7282432,0.68198544,2.4504642,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25069,South Africa,Rapeseed_irr_ron_rt,4.275135,1.4892836,7.1122518,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25070,South Georgia and the South Sandwich Islands,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25071,South Sudan,Rapeseed_irr_ron_rt,12.008449,3.7918015,21.74973,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25072,Spain,Rapeseed_irr_ron_rt,4.454429,2.334322,5.457427,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25073,Spratly Islands,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25074,Sri Lanka,Rapeseed_irr_ron_rt,74.01868,99.35188,50.588158,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25075,Sudan,Rapeseed_irr_ron_rt,1.3805314,0.60802424,3.4343333,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25076,Suriname,Rapeseed_irr_ron_rt,51.385254,54.481396,9.335216,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25077,Svalbard and Jan Mayen Islands,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25078,Swaziland,Rapeseed_irr_ron_rt,18.568724,15.864055,14.703633,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25079,Sweden,Rapeseed_irr_ron_rt,0.46516392,0.34713686,0.36069226,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25080,Switzerland,Rapeseed_irr_ron_rt,15.050192,9.714393,17.99073,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25081,Syrian Arab Republic,Rapeseed_irr_ron_rt,1.2670655,0.1677294,4.193417,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25082,Taiwan,Rapeseed_irr_ron_rt,92.91622,89.94608,62.315228,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25083,Tajikistan,Rapeseed_irr_ron_rt,7.413927,5.637724,6.701081,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25084,Thailand,Rapeseed_irr_ron_rt,41.85628,33.18394,37.021275,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25085,The former Yugoslav Republic of Macedonia,Rapeseed_irr_ron_rt,7.6793394,5.4028287,5.863369,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25086,Timor-Leste,Rapeseed_irr_ron_rt,64.56079,49.19982,46.07358,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25087,Togo,Rapeseed_irr_ron_rt,21.021294,12.42888,19.313288,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25088,Tokelau,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25089,Tonga,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25090,Trinidad and Tobago,Rapeseed_irr_ron_rt,165.85918,165.85918,0.0,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25091,Tromelin Island,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25092,Tunisia,Rapeseed_irr_ron_rt,1.4995661,0.5729545,2.173025,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25093,Turkey,Rapeseed_irr_ron_rt,3.5816066,2.136057,4.0648613,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25094,Turkmenistan,Rapeseed_irr_ron_rt,0.51928985,0.23791403,0.9710889,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25095,Turks and Caicos islands,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25096,Tuvalu,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25097,U.K. of Great Britain and Northern Ireland,Rapeseed_irr_ron_rt,2.7807088,0.80739486,6.551294,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25098,Uganda,Rapeseed_irr_ron_rt,7.2276278,3.9653392,10.052959,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25099,Ukraine,Rapeseed_irr_ron_rt,0.62389874,0.33283615,1.0184168,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25100,United Arab Emirates,Rapeseed_irr_ron_rt,3.7191525,4.178599,1.1862857,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25101,United Republic of Tanzania,Rapeseed_irr_ron_rt,10.737385,4.369702,15.585,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25102,United States Virgin Islands,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25103,United States of America,Rapeseed_irr_ron_rt,4.3716803,2.2685149,6.5960765,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25104,Uruguay,Rapeseed_irr_ron_rt,2.9163027,2.4262729,2.019112,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25105,Uzbekistan,Rapeseed_irr_ron_rt,1.119484,0.18985377,2.7602143,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25106,Vanuatu,Rapeseed_irr_ron_rt,62.95678,56.41995,35.543358,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25107,Venezuela,Rapeseed_irr_ron_rt,45.210682,32.57349,39.395706,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25108,Viet Nam,Rapeseed_irr_ron_rt,71.35499,66.09413,48.638565,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25109,Wake Island,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25110,Wallis and Futuna,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25111,West Bank,Rapeseed_irr_ron_rt,4.1038747,2.8880484,3.8308575,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25112,Western Sahara,Rapeseed_irr_ron_rt,,,,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25113,Yemen,Rapeseed_irr_ron_rt,5.329105,2.50987,6.439415,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25114,Zambia,Rapeseed_irr_ron_rt,4.4345984,2.840652,5.159012,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25115,Zimbabwe,Rapeseed_irr_ron_rt,5.981504,3.0201576,8.192917,se_rate_25km_clipped_Rapeseed_irr_ron_rt.tif
25116,Abyei,Rapeseed_rf_roff_rt,,,,se_rate_25km_clipped_Rapeseed_rf_roff_rt.tif
25117,Afghanistan,Rapeseed_rf_roff_rt,4.8750186,1.5542343,8.030457,se_rate_25km_clipped_Rapeseed_rf_roff_rt.tif
25118,Aksai Chin,Rapeseed_rf_roff_rt,,,,se_rate_25km_clipped_Rapeseed_rf_roff_rt.tif
25119,Albania,Rapeseed_rf_roff_rt,20.131863,19.305595,11.250335,se_rate_25km_clipped_Rapeseed_rf_roff_rt.tif
25120,Algeria,Rapeseed_rf_roff_rt,2.6301265,1.0046748,3.826691,se_rate_25km_clipped_Rapeseed_rf_roff_rt.tif
25121,American Samoa,Rapeseed_rf_roff_rt,,,,se_rate_25km_clipped_Rapeseed_rf_roff_rt.tif
25122,Andorra,Rapeseed_rf_roff_rt,42.34072,45.278194,4.182945,se_rate_25km_clipped_Rapeseed_rf_roff_rt.tif
25123,Angola,Rapeseed_rf_roff_rt,5.9765506,3.4530928,7.741232,se_rate_25km_clipped_Rapeseed_rf_roff_rt.tif
25124,Anguilla,Rapeseed_rf_roff_rt,,,,se_rate_25km_clipped_Rapeseed_rf_roff_rt.tif
25125,Antarctica,Rapeseed_rf_roff_rt,,,,se_rate_25km_clipped_Rapeseed_rf_roff_rt.tif
25126,Antigua and Barbuda,Rapeseed_rf_roff_rt,,,,se_rate_25km_clipped_Rapeseed_rf_roff_rt.tif
25127,Argentina,Rapeseed_rf_roff_rt,3.5886004,1.6116748,8.616637,se_rate_25km_clipped_Rapeseed_rf_roff_rt.tif
25128,Armenia,Rapeseed_rf_roff_rt,5.5037365,4.7107406,4.848403,se_rate_25km_clipped_Rapeseed_rf_roff_rt.tif
25129,Aruba,Rapeseed_rf_roff_rt,,,,se_rate_25km_clipped_Rapeseed_rf_roff_rt.tif
