flow,level,n_regions,mean_leaf,median_leaf,std_leaf,p10,p90,max_leaf,mean_within_std,cv,flow_label
Maize|rf|ron|ct,ecoregion,677,93.93225955062039,39.189793,121.51718520320746,4.006328600000001,269.69253999999995,629.3097,69.01442653041359,1.2936682858961939,"Maize (rainfed, residues retained)"
Maize|rf|ron|rt,country,184,31.369324197880434,13.53559,47.31458414245201,1.44159214,87.02515800000005,287.47006,23.06874324319022,1.508307410258107,"Maize (rainfed, residues retained, reduced till.)"
Maize|rf|ron|rt,subcountry,2637,28.004383320841864,10.404776,42.411564101916085,1.0336073400000005,81.84276200000001,307.52182,17.391479710650813,1.5144616332383896,"Maize (rainfed, residues retained, reduced till.)"
Maize|rf|ron|rt,ecoregion,677,32.876291356262925,13.716427,42.531015477078654,1.402215,94.39238999999998,220.25839,24.155049828419497,1.293668285640634,"Maize (rainfed, residues retained, reduced till.)"
NEEV_Boreal_dry,country,8,0.0036570148325,0.00204723155,0.0034567984566672167,0.000729283888,0.0081762007,0.009268998,0.00513618161125,0.9452514181639478,Needleleaf-everg. Boreal dry
NEEV_Boreal_dry,subcountry,90,0.0038418654500444443,0.0014456783,0.005566580151631975,0.000219514284,0.00960969020000001,0.03551782,0.0033081646072888886,1.4489263676757806,Needleleaf-everg. Boreal dry
NEEV_Boreal_dry,ecoregion,57,0.003216418064912281,0.0012687928,0.004023636848846503,0.00023958395200000002,0.007703346799999999,0.023367347,0.003370696433333333,1.2509682409572702,Needleleaf-everg. Boreal dry
NEEV_Boreal_moist,country,8,0.00277973046,0.0021511583,0.002398847905120768,0.000929357094,0.0060585704,0.007358805,0.00456270195,0.8629786015730344,Needleleaf-everg. Boreal moist
NEEV_Boreal_moist,subcountry,84,0.003740090678404762,0.0011276767499999998,0.007069087998125875,0.00021114306,0.010600230050000005,0.052561544,0.002945724226857143,1.8900846546161845,Needleleaf-everg. Boreal moist
NEEV_Boreal_moist,ecoregion,53,0.0035631548943396226,0.0017504286,0.004582255372409354,0.00029079497600000004,0.008263639720000006,0.026958937,0.003731051828679246,1.286010714742898,Needleleaf-everg. Boreal moist
NEEV_Cold_temperate_dry,country,60,0.009312556164166668,0.0043290765,0.011949569754954384,0.00048377848,0.0236431654,0.05317391,0.008221813833166666,1.2831675368503603,Needleleaf-everg. Cold temperate dry
NEEV_Cold_temperate_dry,subcountry,946,0.009715897258582452,0.00282584945,0.017386352573931684,0.00032782262,0.0275479535,0.101778224,0.004963758187660677,1.7894747248972402,Needleleaf-everg. Cold temperate dry
NEEV_Cold_temperate_dry,ecoregion,216,0.009319352448222221,0.004413543000000001,0.012687987253104665,0.0005313851200000001,0.026332015,0.06641097,0.007680734571550925,1.3614666172996872,Needleleaf-everg. Cold temperate dry
NEEV_Cold_temperate_moist,country,46,0.006847503009565217,0.0035140308,0.008597676836783488,0.000337000965,0.0199252895,0.03279467,0.0062023734110434785,1.255592998611825,Needleleaf-everg. Cold temperate moist
