file_name,file_path,suffix,SPAM_Crop,Crop,Technology_Suffix,Technology
spam2020_V2r0_global_Y_POTA_A.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_POTA_A.tif",.tif,POTA,Potato,A,All
spam2020_V2r0_global_Y_POTA_I.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_POTA_I.tif",.tif,POTA,Potato,I,Irrigated
spam2020_V2r0_global_Y_POTA_R.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_POTA_R.tif",.tif,POTA,Potato,R,Rainfed
spam2020_V2r0_global_Y_RAPE_A.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_RAPE_A.tif",.tif,RAPE,Rapeseed,A,All
spam2020_V2r0_global_Y_RAPE_I.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_RAPE_I.tif",.tif,RAPE,Rapeseed,I,Irrigated
spam2020_V2r0_global_Y_RAPE_R.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_RAPE_R.tif",.tif,RAPE,Rapeseed,R,Rainfed
spam2020_V2r0_global_Y_RCOF_A.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_RCOF_A.tif",.tif,RCOF,Robust Coffee,A,All
spam2020_V2r0_global_Y_RCOF_I.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_RCOF_I.tif",.tif,RCOF,Robust Coffee,I,Irrigated
spam2020_V2r0_global_Y_RCOF_R.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_RCOF_R.tif",.tif,RCOF,Robust Coffee,R,Rainfed
spam2020_V2r0_global_Y_REST_A.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_REST_A.tif",.tif,REST,Rest Of Crops,A,All
spam2020_V2r0_global_Y_REST_I.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_REST_I.tif",.tif,REST,Rest Of Crops,I,Irrigated
spam2020_V2r0_global_Y_REST_R.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_REST_R.tif",.tif,REST,Rest Of Crops,R,Rainfed
spam2020_V2r0_global_Y_RICE_A.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_RICE_A.tif",.tif,RICE,Rice,A,All
spam2020_V2r0_global_Y_RICE_I.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_RICE_I.tif",.tif,RICE,Rice,I,Irrigated
spam2020_V2r0_global_Y_RICE_R.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_RICE_R.tif",.tif,RICE,Rice,R,Rainfed
spam2020_V2r0_global_Y_RUBB_A.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_RUBB_A.tif",.tif,RUBB,Rubber,A,All
spam2020_V2r0_global_Y_RUBB_I.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_RUBB_I.tif",.tif,RUBB,Rubber,I,Irrigated
spam2020_V2r0_global_Y_RUBB_R.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_RUBB_R.tif",.tif,RUBB,Rubber,R,Rainfed
spam2020_V2r0_global_Y_SESA_A.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SESA_A.tif",.tif,SESA,Sesame Seed,A,All
spam2020_V2r0_global_Y_SESA_I.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SESA_I.tif",.tif,SESA,Sesame Seed,I,Irrigated
spam2020_V2r0_global_Y_SESA_R.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SESA_R.tif",.tif,SESA,Sesame Seed,R,Rainfed
spam2020_V2r0_global_Y_SORG_A.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SORG_A.tif",.tif,SORG,Sorghum,A,All
spam2020_V2r0_global_Y_SORG_I.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SORG_I.tif",.tif,SORG,Sorghum,I,Irrigated
spam2020_V2r0_global_Y_SORG_R.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SORG_R.tif",.tif,SORG,Sorghum,R,Rainfed
spam2020_V2r0_global_Y_SOYB_A.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SOYB_A.tif",.tif,SOYB,Soybean,A,All
spam2020_V2r0_global_Y_SOYB_I.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SOYB_I.tif",.tif,SOYB,Soybean,I,Irrigated
spam2020_V2r0_global_Y_SOYB_R.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SOYB_R.tif",.tif,SOYB,Soybean,R,Rainfed
spam2020_V2r0_global_Y_SUGB_A.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SUGB_A.tif",.tif,SUGB,Sugarbeet,A,All
spam2020_V2r0_global_Y_SUGB_I.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SUGB_I.tif",.tif,SUGB,Sugarbeet,I,Irrigated
spam2020_V2r0_global_Y_SUGB_R.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SUGB_R.tif",.tif,SUGB,Sugarbeet,R,Rainfed
spam2020_V2r0_global_Y_SUGC_A.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SUGC_A.tif",.tif,SUGC,Sugarcane,A,All
spam2020_V2r0_global_Y_SUGC_I.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SUGC_I.tif",.tif,SUGC,Sugarcane,I,Irrigated
spam2020_V2r0_global_Y_SUGC_R.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SUGC_R.tif",.tif,SUGC,Sugarcane,R,Rainfed
spam2020_V2r0_global_Y_SUNF_A.tif,"C:\Users\loyola\OneDrive - World Wildlife Fund, Inc\Documents\203. Python projects\Ecoregions CFs\data\crops\spam2020V2r0_global_yield\spam2020_V2r0_global_Y_SUNF_A.tif",.tif,SUNF,Sunflower,A,All
