Area;Item;Unit;Y2014;Y2015;Y2016;Y2017;Y2018;Y2019;Y2020;Y2021;Y2022;Y2023;avg_yield_1423;ratio_yield_20_toavg
China, mainland;Oranges;kg/ha;12631.1;16149.6;16227.3;16731.4;16814.6;16825.2;17968.5;18430.5;18907.3;19384.2;17006.97;0.9464880207028968
China, mainland;Potatoes;kg/ha;17138.2;17308.0;17684.6;18206.4;18969.7;22173.8;19858.8;20367.0;20353.4;20449.5;19250.94;0.9693908997522509
China, mainland;Rape or colza seed;kg/ha;1946.8;1972.0;1982.2;1995.2;2027.5;2048.4;2076.8;2104.5;2141.2;2161.7;2045.6300000000003;0.9849913328197227
China, mainland;Rice;kg/ha;6813.2;6891.3;6865.7;6916.9;7026.6;7060.1;7043.2;7113.5;7079.6;7136.8;6994.69;0.9931125056792367
China, mainland;Seed cotton, unginned;kg/ha;4389.8;4467.9;4747.8;3535.7;5513.1;6812.9;6000.0;6274.4;6566.0;6635.2;5494.280000000001;0.9157133333333335
China, mainland;Sorghum;kg/ha;4659.2;4794.4;4647.7;4866.9;4702.1;4898.5;4679.2;4735.5;4586.9;4674.8;4724.5199999999995;1.0096854163104803
China, mainland;Soya beans;kg/ha;1787.4;1811.4;1803.1;1853.6;1898.0;1946.2;1983.3;1948.3;1980.1;1952.7;1896.4099999999999;0.9561891796500781
China, mainland;Sugar beet;kg/ha;57648.1;53000.0;55487.0;53841.9;52175.1;56066.2;56315.8;55640.7;54855.4;55656.1;55068.630000000005;0.9778539947936459
China, mainland;Sugar cane;kg/ha;71351.8;72536.6;73619.8;76131.9;76891.5;78655.2;79888.4;81047.2;80192.1;80342.8;77065.73000000001;0.9646673359336276
China, mainland;Sunflower seed;kg/ha;2627.3;2603.6;2682.4;2690.1;2707.1;2910.0;2945.3;3061.2;2794.1;3000.0;2802.1099999999997;0.9513835602485314
China, mainland;Sweet potatoes;kg/ha;21177.4;21515.2;21071.3;22240.8;22371.1;22076.9;22231.7;22228.6;22179.8;22213.4;21930.620000000003;0.98645717601443
China, mainland;Tomatoes;kg/ha;52573.8;54129.0;55012.9;55867.3;56862.8;57849.8;58576.0;59797.1;59936.8;60635.8;57124.130000000005;0.9752139101338433
China, mainland;Unmanufactured tobacco;kg/ha;2047.3;2236.4;2232.4;2211.8;2233.7;2544.1;2104.8;2100.5;2096.8;2181.8;2198.96;1.0447358418852146
China, mainland;Wheat;kg/ha;5243.5;5392.7;5396.5;5484.1;5416.6;5629.8;5742.1;5810.6;5855.4;5781.1;5575.24;0.9709409449504536
China, Taiwan Province of;Apples;kg/ha;8660.9;7713.5;7269.6;7403.1;8345.4;6041.0;5422.2;7838.7;7777.8;7406.4;7387.860000000001;1.3625207480358528
China, Taiwan Province of;Bananas;kg/ha;22564.1;19447.0;16408.2;22527.0;23060.5;22973.6;24024.6;22412.0;24047.6;23370.7;22083.53;0.9192048983125629
China, Taiwan Province of;Barley;kg/ha;;;;;;;;;;;;
China, Taiwan Province of;Cabbages;kg/ha;36411.3;36763.0;35443.6;36571.8;38738.1;37852.7;38168.1;37320.1;37592.2;38530.8;37339.17;0.9782821256494297
China, Taiwan Province of;Carrots and turnips;kg/ha;48185.6;46089.7;40239.0;49544.2;50148.2;50338.2;43796.0;49529.9;49190.4;48827.2;47588.840000000004;1.0866024294456116
China, Taiwan Province of;Coconuts, in shell;kg/ha;9809.6;9288.2;8871.7;9437.8;9395.3;9278.0;9262.5;9161.7;9207.3;9070.9;9278.3;1.0017058029689607
China, Taiwan Province of;Coffee, green;kg/ha;;788.5;766.6;847.8;884.5;920.8;872.3;793.3;857.4;876.5;845.2999999999998;0.9690473460965263
China, Taiwan Province of;Grapes;kg/ha;28334.7;29020.0;27782.4;32744.7;35116.3;32646.4;29906.1;28334.0;27515.5;29740.8;30114.089999999997;1.0069547684251707
China, Taiwan Province of;Groundnuts, excluding shelled;kg/ha;3165.5;2868.8;2885.3;2930.6;2807.5;2734.8;2735.8;2750.0;2684.2;2000.0;2756.25;1.0074749616200014
China, Taiwan Province of;Maize (corn);kg/ha;6139.6;5957.4;5429.9;6099.8;6037.6;6010.8;6452.4;6616.2;6461.4;6405.3;6161.040000000001;0.9548447089455089
China, Taiwan Province of;Olives;kg/ha;8297.2;8301.9;8307.4;8300.5;8301.5;8298.6;8302.8;8304.4;8305.5;8306.7;8302.65;0.9999819338054633
China, Taiwan Province of;Onions and shallots, green;kg/ha;22449.4;21285.5;21040.9;23207.4;23493.7;23688.9;23771.0;23093.0;22329.7;22726.9;22708.64;0.9553085692650709
China, Taiwan Province of;Oranges;kg/ha;30221.8;26434.3;25062.8;30007.0;28047.5;29404.1;27989.6;23707.0;26160.2;27401.8;27443.609999999997;0.9804931117272129
China, Taiwan Province of;Potatoes;kg/ha;24503.3;25516.3;21300.7;22502.7;23469.1;24157.4;19862.7;22708.2;22650.4;22749.4;22942.02;1.155030282892054
China, Taiwan Province of;Rape or colza seed;kg/ha;1120.4;1120.5;1134.9;1125.6;1127.3;1129.4;1127.4;1192.9;1198.6;1197.9;1147.4900000000002;1.0178197622849035
China, Taiwan Province of;Rice;kg/ha;6390.7;6280.2;5798.3;6385.9;7181.4;6632.5;6687.7;6967.5;6594.1;6581.1;6549.9400000000005;0.9794009898769384
China, Taiwan Province of;Seed cotton, unginned;kg/ha;;;;;;;;;;;;
China, Taiwan Province of;Sorghum;kg/ha;1081.0;1547.8;780.5;1037.6;1727.7;1264.9;1134.5;1123.6;2000.0;1000.0;1269.76;1.1192243278977523
China, Taiwan Province of;Soya beans;kg/ha;1756.0;1653.5;1454.2;1468.9;1457.8;1402.6;1297.6;1242.3;1666.7;1666.7;1506.6299999999999;1.1610897040690507
China, Taiwan Province of;Sugar cane;kg/ha;68300.5;70242.0;59473.7;60871.8;68090.6;66491.0;62623.4;69975.8;65164.8;63602.2;65483.579999999994;1.0456727038135902
China, Taiwan Province of;Sunflower seed;kg/ha;;;;;;;;;;;;
China, Taiwan Province of;Sweet potatoes;kg/ha;23191.4;23477.7;22893.5;23476.8;24172.9;23612.8;25378.7;24379.6;24585.2;24850.2;24001.879999999997;0.9457489942353232
China, Taiwan Province of;Tomatoes;kg/ha;25942.0;25333.9;23805.9;24804.7;24480.6;24280.4;24447.3;23967.8;23976.6;23658.4;24469.760000000002;1.000918710859686
China, Taiwan Province of;Unmanufactured tobacco;kg/ha;2496.2;2502.3;2172.7;2139.4;2273.2;2195.4;2202.9;2134.9;2137.5;2137.4;2239.1899999999996;1.0164737391620136
China, Taiwan Province of;Wheat;kg/ha;3083.3;2354.0;1551.4;2248.7;2408.5;1887.1;2000.0;1500.0;3000.0;3000.0;2303.3;1.15165
Colombia;Apples;kg/ha;11256.8;11162.6;10627.0;5377.2;6714.9;31377.0;28338.4;29557.9;29666.0;29530.6;19360.84;0.683201592185868
Colombia;Bananas;kg/ha;23975.8;25808.1;25231.2;25303.8;26157.7;27596.3;24173.2;23690.0;24057.0;24194.3;25018.739999999998;1.03497840583787
Colombia;Barley;kg/ha;2244.3;1996.4;2386.1;1863.4;2267.4;2708.2;2176.6;2335.7;2425.0;2987.7;2339.08;1.0746485344114673
Colombia;Cabbages;kg/ha;27837.5;29216.7;30599.9;31767.7;36523.7;33999.8;35994.4;35864.6;33560.1;32173.7;32753.809999999998;0.9099696063832151
Colombia;Carrots and turnips;kg/ha;29225.7;29090.9;19952.6;22292.6;24837.4;25198.3;30652.5;28506.9;28172.9;29086.5;26701.630000000005;0.8711077399885818
Colombia;Cocoa beans;kg/ha;358.0;400.7;402.3;857.3;926.6;867.0;336.7;355.1;327.1;313.6;514.44;1.5278883278883282
Colombia;Coconuts, in shell;kg/ha;7360.1;7388.8;7523.6;6979.5;6685.2;6856.5;6633.3;6421.0;6093.9;6791.1;6873.3;1.0361810863371173
Colombia;Coffee, green;kg/ha;915.6;1033.2;1051.2;942.1;927.4;1036.8;986.6;667.0;789.4;809.2;915.85;0.9282890735860531
Colombia;Grapes;kg/ha;11271.9;11270.8;12087.1;11771.2;15549.8;16937.6;11206.5;11090.6;11459.1;11390.5;12403.509999999998;1.1068139026457857
Colombia;Groundnuts, excluding shelled;kg/ha;1122.1;1094.6;989.0;1866.9;1627.5;1693.8;1674.8;2026.4;1465.2;1441.3;1500.1599999999999;0.8957248626701695
Colombia;Maize (corn);kg/ha;3565.1;3671.4;3073.7;3500.5;3498.9;3741.8;4036.6;3988.2;4152.8;4120.0;3734.9;0.9252588812366844
Colombia;Oil palm fruit;kg/ha;19485.4;18758.8;18066.4;17388.7;16969.0;16643.6;15004.8;16339.6;16478.1;16555.5;17168.989999999998;1.1442331787161442
Colombia;Oranges;kg/ha;14929.2;15529.9;15156.7;16228.6;16932.8;17096.7;15633.3;15082.9;15849.7;16251.5;15869.130000000001;1.0150851067912725
Colombia;Potatoes;kg/ha;20052.1;19478.6;18892.4;22756.5;22375.5;23387.0;20930.8;21991.3;21984.2;22778.9;21462.730000000003;1.025413744338487
Colombia;Rape or colza seed;kg/ha;;;;;;;;;;;;
Colombia;Rice;kg/ha;4018.0;4130.0;4332.3;4080.8;4392.2;4465.7;4631.9;4480.5;4630.7;4503.5;4366.5599999999995;0.9427146527342991
Colombia;Seed cotton, unginned;kg/ha;2491.3;3347.5;3850.5;2132.0;2541.2;3282.0;2208.9;3291.0;2440.2;2408.1;2799.2699999999995;1.2672687763140023
Colombia;Sorghum;kg/ha;3035.0;2512.0;4361.6;3845.7;4049.0;2905.4;2493.2;2569.6;4066.7;3873.3;3371.15;1.3521378148564096
Colombia;Soya beans;kg/ha;2509.5;2580.3;2766.5;2932.9;2665.9;2812.8;2573.9;2530.5;2594.7;2296.2;2626.3199999999997;1.020365981584366
Colombia;Sugar beet;kg/ha;24194.8;25448.5;26012.6;26432.2;25265.6;26778.7;25022.1;25135.6;25628.6;25260.2;25517.89;1.0198140843494352
Colombia;Sugar cane;kg/ha;95123.6;88260.1;86399.2;54263.5;73507.8;50253.6;89220.4;95987.3;93056.9;86228.1;81230.05;0.9104425669465729
Colombia;Sunflower seed;kg/ha;;;;;;;;;;;;
Colombia;Tomatoes;kg/ha;36988.1;37597.3;34024.5;47668.0;59248.7;65663.1;47097.3;46651.8;50855.6;51646.0;47744.04;1.0137319973756458
Colombia;Unmanufactured tobacco;kg/ha;1849.8;1729.4;1729.4;1957.0;1834.7;1915.4;3003.3;1877.1;1833.0;1777.1;1950.6200000000001;0.6494922252189258
Colombia;Wheat;kg/ha;1478.5;1853.9;1594.1;2094.1;1888.7;2079.4;2483.2;2678.8;2821.3;3118.0;2209.0;0.8895779639175259
Comoros;Bananas;kg/ha;5602.7;5562.3;5575.1;5591.5;5562.5;5545.7;5547.0;5542.6;5533.3;5523.9;5558.660000000001;1.0021020371371914
Comoros;Cocoa beans;kg/ha;335.6;336.0;335.3;336.0;336.9;336.9;336.6;336.8;336.8;336.7;336.36;0.9992869875222816
Comoros;Coconuts, in shell;kg/ha;2793.0;2833.8;2833.4;2840.8;2835.7;2830.8;2832.5;2835.4;2835.2;2834.9;2830.55;0.9993115622241836
Comoros;Coffee, green;kg/ha;144.5;139.1;142.4;144.0;144.1;144.0;143.8;143.5;143.3;145.3;143.4;0.9972183588317106
Comoros;Groundnuts, excluding shelled;kg/ha;862.8;866.7;870.5;874.4;872.9;872.9;874.9;875.1;876.8;878.4;872.54;0.9973025488627272
Comoros;Maize (corn);kg/ha;1884.2;1866.3;1848.4;1830.6;1804.0;1785.2;1784.1;1772.2;1757.3;1743.3;1807.56;1.0131494871363713
Comoros;Onions and shallots, green;kg/ha;2530.3;2534.7;2539.0;2543.4;2540.1;2539.5;2542.1;2545.4;2547.6;2549.7;2541.18;0.9996380944888085
Comoros;Potatoes;kg/ha;14880.0;14911.9;14943.7;14975.6;14990.8;15000.0;15030.0;15050.9;15081.5;15112.1;14997.65;0.9978476380572189
Comoros;Rice;kg/ha;299.1;297.5;298.6;298.9;297.8;297.2;297.8;298.7;298.9;299.1;298.36;1.0018804566823372
Comoros;Sweet potatoes;kg/ha;3920.6;3937.9;4050.2;4151.4;4226.3;4289.2;4462.1;4562.9;4662.8;4762.7;4302.61;0.9642567400999528
Comoros;Tomatoes;kg/ha;8943.2;8941.2;8939.2;8937.2;8929.3;8922.8;8930.2;8940.5;8939.5;8938.4;8936.15;1.0006662784708067
Congo;Bananas;kg/ha;6889.4;6820.8;7110.3;7009.2;6885.3;6820.6;7110.1;6892.8;7040.6;7070.0;6964.910000000001;0.9795797527460937
Congo;Cabbages;kg/ha;15054.4;14994.2;14961.2;14952.2;14958.5;14969.1;14958.6;14936.6;14954.7;14949.9;14968.939999999999;1.000691241158932
Congo;Carrots and turnips;kg/ha;6359.8;6357.6;6359.8;6359.1;6360.8;6359.9;6359.9;6360.2;6360.0;6360.1;6359.719999999999;0.9999716976682023
Congo;Cocoa beans;kg/ha;277.7;280.0;345.5;291.7;273.1;272.7;280.3;284.4;284.2;284.1;287.37;1.0252229753835176
Congo;Coconuts, in shell;kg/ha;3488.8;3480.0;3480.9;3474.6;3469.8;3467.7;3471.9;3476.5;3475.4;3474.4;3476.0;1.0011809095884099
Congo;Coffee, green;kg/ha;304.3;303.4;299.1;309.5;304.5;297.8;313.7;302.5;307.5;307.8;305.01000000000005;0.9722983742429074
Congo;Groundnuts, excluding shelled;kg/ha;536.9;530.3;555.7;547.0;533.5;527.5;535.9;532.3;531.9;533.4;536.4399999999999;1.0010076506810972
Congo;Maize (corn);kg/ha;854.0;869.1;896.9;930.7;962.0;1000.0;1000.0;1000.0;1000.0;1000.0;951.2700000000001;0.9512700000000001
Congo;Oil palm fruit;kg/ha;12460.4;12482.3;12484.8;12492.3;12499.2;12509.2;12497.1;12473.5;12470.8;12468.1;12483.77;0.9989333525377888
Congo;Oranges;kg/ha;3749.7;3755.3;3762.7;3769.6;3776.5;3783.6;3789.9;3794.3;3799.6;3805.1;3778.63;0.9970263067627114
Congo;Potatoes;kg/ha;8608.6;8626.7;8610.7;8615.4;8617.8;8631.9;8621.7;8623.8;8625.8;8623.8;8620.619999999999;0.9998747346810952
Congo;Rice;kg/ha;597.7;599.8;591.8;585.2;579.0;573.7;576.7;581.1;578.8;576.5;584.03;1.0127102479625454
Congo;Sugar cane;kg/ha;35267.0;36163.5;36808.5;37343.8;37266.6;37231.5;37023.0;36807.6;36791.1;36774.6;36747.719999999994;0.9925646219917347
Congo;Sweet potatoes;kg/ha;7122.6;7150.1;7162.4;7179.6;7210.7;7234.3;7266.8;7264.9;7192.3;7183.8;7196.75;0.9903602686189243
Congo;Tomatoes;kg/ha;4780.3;4779.1;4764.8;4746.1;4732.9;4706.8;4728.3;4722.5;4719.1;4723.3;4740.32;1.0025421398811412
Congo;Unmanufactured tobacco;kg/ha;440.5;443.3;421.9;430.7;437.6;439.8;414.3;438.9;420.2;419.7;430.68999999999994;1.0395607048032824
Cook Islands;Bananas;kg/ha;3606.3;3027.6;2777.9;2813.2;2911.7;2995.9;2917.3;2859.2;2809.4;2759.6;2947.81;1.0104583004833236
Cook Islands;Coconuts, in shell;kg/ha;1828.3;1683.9;1740.9;1780.9;1734.5;1751.8;1710.4;1732.1;1731.3;1724.5;1741.86;1.018393358278765
Cook Islands;Coffee, green;kg/ha;649.1;637.0;413.3;515.1;403.8;505.5;547.0;552.7;553.4;554.0;533.09;0.9745703839122487
Cook Islands;Oranges;kg/ha;5248.7;5301.6;5747.7;5483.3;5569.2;5615.8;5558.1;5582.1;5586.1;5575.5;5526.81;0.994370378366708
Cook Islands;Sweet potatoes;kg/ha;27476.4;27472.9;27487.0;27479.1;27480.1;27482.2;27480.5;27480.9;27481.2;27480.9;27480.120000000003;0.999986172012882
Cook Islands;Tomatoes;kg/ha;27215.2;27158.5;29011.3;27772.4;27961.1;28239.1;27989.8;28062.8;28096.9;28049.8;27955.690000000002;0.9987813417745037
Costa Rica;Bananas;kg/ha;56277.1;46675.2;57011.9;59643.9;52093.1;43574.8;48599.7;54965.1;55260.8;54629.1;52873.06999999999;1.0879299666458846
Costa Rica;Cabbages;kg/ha;39458.5;39458.5;34683.7;34769.4;34769.4;33760.8;33182.0;33361.6;32661.7;32033.9;34813.95;1.0491817853052858
Costa Rica;Carrots and turnips;kg/ha;34717.0;34695.8;34488.4;34775.8;22463.0;27713.0;30136.0;30047.0;29491.9;29180.2;30770.809999999998;1.0210648393947437
Costa Rica;Cocoa beans;kg/ha;147.4;133.6;162.5;136.3;126.6;127.0;129.9;131.6;129.8;127.9;135.26;1.0412625096227865
Costa Rica;Coconuts, in shell;kg/ha;8102.4;9323.9;9874.8;11200.0;12000.0;12000.0;12000.0;12402.4;13061.2;13640.4;11360.51;0.9467091666666667
Costa Rica;Coffee, green;kg/ha;1149.8;996.6;1114.0;965.0;982.1;815.2;926.3;1017.3;796.4;841.2;960.39;1.0368023318579294
Costa Rica;Groundnuts, excluding shelled;kg/ha;1119.9;1127.1;1120.0;1109.5;1102.4;1092.2;1091.8;1083.6;1077.6;1089.2;1101.33;1.0087287048910056
Costa Rica;Maize (corn);kg/ha;1675.8;1879.4;1943.4;1513.9;2181.9;1836.3;1837.6;1740.6;1801.7;1866.2;1827.6800000000003;0.9946016543317373
Costa Rica;Oil palm fruit;kg/ha;11375.0;11753.5;15036.0;14257.1;14143.8;14100.6;16749.3;15350.0;16180.0;16073.4;14501.87;0.8658194670822065
Costa Rica;Onions and shallots, green;kg/ha;6242.0;6164.2;6242.5;6523.0;6308.7;6358.5;6396.6;6354.5;6369.9;6373.6;6333.35;0.9901119344651846
Costa Rica;Oranges;kg/ha;10035.1;10035.1;10037.2;10037.5;21594.9;18137.6;26630.3;7792.0;9760.0;13467.9;13752.759999999998;0.5164327852108312
Costa Rica;Potatoes;kg/ha;22626.5;24653.2;24698.5;25576.5;16442.3;16678.0;17347.5;27072.4;26251.8;26183.0;22752.97;1.311599365902868
Costa Rica;Rice;kg/ha;4879.9;4003.1;4238.1;3987.8;4644.2;4514.0;3670.1;4581.2;4384.1;5131.0;4403.35;1.199790196452413
Costa Rica;Seed cotton, unginned;kg/ha;776.5;776.1;765.8;801.4;820.7;780.4;800.6;800.4;793.7;798.2;791.3799999999999;0.9884836372720458
Costa Rica;Sorghum;kg/ha;;;;;;;;;;;;
Costa Rica;Soya beans;kg/ha;;;;;;;;;;;;
Costa Rica;Sugar cane;kg/ha;71072.3;67166.3;65143.4;64721.7;66538.2;68500.4;74648.9;65850.5;65142.9;58094.7;66687.93000000001;0.8933544901532375
Costa Rica;Sweet potatoes;kg/ha;2969.6;2982.7;2978.5;2977.9;2980.2;2981.3;2982.8;2977.6;2978.0;2978.4;2978.7;0.9986254525948772
Costa Rica;Tomatoes;kg/ha;56888.9;60822.9;52034.5;52034.5;43638.1;47631.3;49928.0;49308.2;48018.7;47683.4;50798.85;1.017442116647973
Costa Rica;Unmanufactured tobacco;kg/ha;1875.0;2000.0;1750.0;1750.0;2000.0;1833.3;1861.1;1898.1;1864.2;1874.5;1870.6199999999997;1.0051152544194293
Côte d'Ivoire;Bananas;kg/ha;44634.5;44458.5;44442.0;44386.8;44436.5;44491.9;44681.2;44499.8;44514.2;44528.6;44507.4;0.9961102208535134
Côte d'Ivoire;Cocoa beans;kg/ha;531.0;519.4;515.7;510.7;518.9;518.7;510.5;504.6;500.2;496.2;512.5899999999999;1.00409402546523
Côte d'Ivoire;Coconuts, in shell;kg/ha;3831.6;3789.5;4608.1;4594.6;2767.8;3211.3;3103.7;3103.7;3048.8;2986.7;3504.5800000000004;1.129161967973709
Côte d'Ivoire;Coffee, green;kg/ha;143.4;133.0;127.7;122.2;113.6;123.8;131.7;136.1;166.7;137.1;133.53;1.0138952164009112
Côte d'Ivoire;Groundnuts, excluding shelled;kg/ha;1508.9;1453.7;1348.2;1393.8;1444.9;1565.5;1396.1;1417.5;1475.1;1454.5;1445.8200000000002;1.0356134947353344
Côte d'Ivoire;Maize (corn);kg/ha;2149.1;2060.8;2048.6;2076.3;2094.7;2026.5;2177.3;2110.3;2221.0;2264.8;2122.94;0.9750332981215266
Côte d'Ivoire;Oil palm fruit;kg/ha;6380.6;6569.3;6423.9;6275.0;6210.3;6411.8;6525.5;6906.5;7000.0;6705.6;6540.849999999999;1.0023523101678031
Côte d'Ivoire;Onions and shallots, green;kg/ha;9178.4;9694.6;9429.7;9578.7;9676.0;9181.2;9274.2;9445.3;9360.9;9359.2;9417.820000000002;1.0154859718358458
Côte d'Ivoire;Oranges;kg/ha;12772.5;12907.9;12347.4;12675.9;12843.4;12920.1;13012.3;12717.5;12708.0;12653.7;12755.869999999999;0.9802932609915234
Côte d'Ivoire;Potatoes;kg/ha;;;;;;;;;;;;
Côte d'Ivoire;Rice;kg/ha;2496.2;2550.9;2632.7;2681.7;2731.0;2792.2;2857.5;2849.7;2893.1;2937.1;2742.21;0.9596535433070866
Côte d'Ivoire;Seed cotton, unginned;kg/ha;988.0;1119.4;898.6;911.1;1115.3;1143.9;1200.5;1257.6;1134.5;1092.0;1086.09;0.904698042482299
Côte d'Ivoire;Sorghum;kg/ha;678.3;686.5;688.8;692.3;691.9;709.7;714.7;715.9;733.5;740.0;705.1600000000001;0.986651741989646
Côte d'Ivoire;Soya beans;kg/ha;1347.7;1515.2;1521.7;1399.0;1481.1;1471.9;1451.9;1468.4;1464.2;1461.6;1458.27;1.0043873545009987
Côte d'Ivoire;Sugar cane;kg/ha;76789.7;77584.8;77817.2;78642.7;78395.0;79493.8;80754.2;81743.4;82507.7;83272.1;79700.06;0.9869463136282695
Côte d'Ivoire;Sweet potatoes;kg/ha;1916.1;1883.7;1860.6;1836.0;1814.8;1794.5;1788.4;1765.8;1749.7;1733.6;1814.3200000000002;1.014493401923507
Côte d'Ivoire;Tomatoes;kg/ha;10336.3;10285.7;10301.2;10322.7;10344.3;10364.4;10381.6;10400.6;10420.2;10439.9;10359.689999999999;0.9978895353317406
Côte d'Ivoire;Unmanufactured tobacco;kg/ha;512.2;516.4;512.2;511.6;513.3;512.4;513.6;513.1;513.0;513.2;513.1;0.9990264797507789
Croatia;Apples;kg/ha;16269.0;17677.6;7602.9;11692.8;19080.3;13808.1;14589.4;13596.8;12824.7;16857.5;14399.91;0.9870118030899147
Croatia;Barley;kg/ha;3804.0;4426.8;4659.2;4827.2;4514.0;5191.9;4907.6;5484.6;5103.9;4039.8;4695.9;0.9568628250061129
Croatia;Cabbages;kg/ha;29204.5;26065.1;26715.3;17946.1;21302.2;20526.9;24547.8;23244.4;20788.3;23960.3;23430.090000000004;0.9544680175005501
Croatia;Carrots and turnips;kg/ha;29268.3;27992.8;24107.1;20689.9;33533.3;34028.6;38884.6;20645.2;38538.5;19500.0;28718.829999999998;0.7385656532406145
Croatia;Grapes;kg/ha;5240.6;6027.6;5284.2;5310.8;7130.2;5464.2;5759.9;5479.0;5703.9;4786.2;5618.66;0.9754787409503638
Croatia;Maize (corn);kg/ha;8104.6;6474.8;8547.0;6311.3;9123.8;8981.7;8427.9;7785.7;6125.3;7400.0;7728.210000000001;0.9169793186914892
Croatia;Olives;kg/ha;463.3;1479.9;1714.9;1549.4;1519.8;1785.1;1638.6;1197.1;2016.6;1435.8;1480.05;0.9032405712193337
Croatia;Oranges;kg/ha;3419.4;7968.8;16103.4;7208.3;12333.3;10200.0;8750.0;13750.0;17000.0;10333.3;10706.65;1.2236171428571427
Croatia;Potatoes;kg/ha;15601.1;17037.8;19659.6;15874.0;19661.3;18439.8;18679.5;14542.7;14029.9;17466.1;17099.18;0.9153981637624133
Croatia;Rape or colza seed;kg/ha;3080.5;2583.7;3072.2;2793.5;2831.9;2512.1;2872.5;2424.7;2592.4;2830.4;2759.3900000000003;0.9606231505657095
Croatia;Sorghum;kg/ha;;4000.0;3551.7;3178.9;;;;;;;3576.866666666667;
Croatia;Soya beans;kg/ha;2790.1;2210.4;3104.7;2440.5;3180.6;3118.6;3086.3;2641.7;2148.1;2777.7;2749.87;0.8909924505070795
Croatia;Sugar beet;kg/ha;63561.6;54491.8;75493.6;66321.6;55187.6;61190.0;74027.7;70208.5;64363.3;62410.7;64725.64;0.8743435227624254
Croatia;Sunflower seed;kg/ha;2853.2;2727.3;2746.7;3119.1;2983.8;2961.6;3077.4;3035.4;2991.0;2631.4;2912.6899999999996;0.9464775459803729
Croatia;Tomatoes;kg/ha;60733.5;62270.0;52761.2;59313.7;46204.1;68812.5;83425.0;64793.1;73828.6;50909.1;62305.08;0.7468394366197183
Croatia;Unmanufactured tobacco;kg/ha;1763.7;2132.2;2034.2;2062.9;1973.9;2000.0;2070.2;2114.6;2072.4;1820.2;2004.4300000000003;0.9682301226934598
Croatia;Wheat;kg/ha;4156.0;5380.9;5653.7;5808.4;5438.8;5611.4;5868.0;6696.0;6003.0;4826.3;5544.25;0.9448278800272665
Cuba;Bananas;kg/ha;13958.7;10767.9;12142.8;12290.0;12200.0;7104.4;7297.6;6839.8;7916.5;8639.4;9915.710000000001;1.3587631550098662
Cuba;Cabbages;kg/ha;14739.9;20140.1;20138.7;27595.7;27502.3;25172.1;22518.4;22715.7;22863.5;23047.4;22643.379999999997;1.0055501278954098
Cuba;Cocoa beans;kg/ha;526.6;369.5;493.3;96.6;256.9;557.0;573.7;554.2;568.5;503.1;449.93999999999994;0.7842774969496251
Cuba;Coconuts, in shell;kg/ha;4000.0;4536.1;4536.1;4536.1;4576.2;4602.1;4813.8;4859.5;4931.1;5002.7;4639.37;0.9637645934604677
Cuba;Coffee, green;kg/ha;322.9;321.5;324.7;325.5;328.7;331.4;332.2;329.7;331.1;332.5;328.02;0.9874172185430463
Cuba;Grapes;kg/ha;12727.3;12728.0;12808.8;12890.5;12979.2;13048.6;12971.4;12999.2;13006.0;12992.1;12915.11;0.9956604529965926
Cuba;Groundnuts, excluding shelled;kg/ha;1035.9;1038.1;1040.3;1042.5;1040.5;1039.7;1040.8;1041.0;1042.1;1043.2;1040.41;0.9996252882398157
Cuba;Maize (corn);kg/ha;2305.8;2428.1;2373.4;2369.1;2390.5;2393.5;2000.1;1894.1;1756.4;1684.2;2159.52;1.079706014699265
Cuba;Oranges;kg/ha;3607.1;5472.0;5534.8;4871.2;4616.8;3430.3;2625.6;2577.8;2256.5;2537.5;3752.9600000000005;1.429372333942718
Cuba;Potatoes;kg/ha;20758.6;22720.1;21726.8;21736.0;21931.2;20493.7;20715.4;19754.7;16755.2;16665.9;20325.760000000002;0.9811908049084257
Cuba;Rice;kg/ha;3408.5;3726.9;3671.3;3602.2;3446.6;3346.0;3573.9;3394.4;2712.7;2926.6;3380.91;0.9460001678838243
Cuba;Seed cotton, unginned;kg/ha;;;;;;;;;;;;
Cuba;Sorghum;kg/ha;982.7;1976.5;1976.5;1440.8;1400.2;1497.4;1608.3;1562.1;1568.1;1574.1;1558.6699999999998;0.9691413293539762
Cuba;Soya beans;kg/ha;;;;;;;;2500.0;2500.0;2500.0;2500.0;
Cuba;Sugar cane;kg/ha;43928.9;44306.7;42694.5;40106.9;40076.3;43268.0;35297.1;29398.4;27447.4;35352.2;38187.64;1.081891713483544
Cuba;Sweet potatoes;kg/ha;12605.4;9102.4;10903.4;10870.4;9983.9;11369.4;9045.0;8597.0;8263.4;9137.5;9987.78;1.1042321724709785
Cuba;Tomatoes;kg/ha;10117.2;13830.5;12022.0;11990.1;11939.0;12343.6;11581.3;11020.7;8784.0;8743.9;11237.23;0.9702908999853211
Cuba;Unmanufactured tobacco;kg/ha;1843.4;1311.4;1602.7;1585.7;1600.0;1801.4;1671.1;1587.6;1571.6;1695.0;1626.9900000000002;0.9736042127939682
Cyprus;Apples;kg/ha;8000.0;8000.0;8000.0;10193.5;5162.2;4973.0;6512.2;7341.5;7790.7;7250.0;7322.31;1.1243988206750408
