ECO ID,Ecoregion name,Threshold,Ecoregion baseline,Target (10% above threshold),Threshold exceedance,Difference between baseline and target,Threshold met or exceeded? (Y/N)
674,Pannonian mixed forests,60.6,50.7,66.7,9.9,16.0,Y
675,Po Basin mixed forests,62.4,50.2,68.6,12.2,18.4,Y
676,Pyrenees conifer and mixed forests,86.6,69.4,95.3,17.2,25.9,Y
677,Qin Ling Mountains deciduous forests,61.6,55.2,67.8,6.4,12.6,Y
678,Rodope montane mixed forests,54.9,52.0,60.4,2.9,8.4,Y
679,Sarmatic mixed forests,46.8,72.4,51.5,-25.6,-20.9,N
680,Sichuan Basin evergreen broadleaf forests,59.1,46.6,65.0,12.5,18.4,Y
681,Southern Korea evergreen forests,57.0,51.1,62.7,5.9,11.6,Y
682,Taiheiyo evergreen forests,86.6,69.8,95.3,16.8,25.5,Y
683,Taiheiyo montane deciduous forests,72.8,78.2,80.1,-5.4,1.9,Y
684,Tarim Basin deciduous forests and steppe,63.1,31.6,69.4,31.5,37.8,Y
685,Ussuri broadleaf and mixed forests,65.1,69.4,71.6,-4.3,2.2,Y
686,Western European broadleaf forests,56.6,62.5,62.3,-5.9,-0.2,N
687,Western Siberian hemiboreal forests,80.6,78.7,88.7,1.9,10.0,Y
688,Zagros Mountains forest steppe,62.6,35.8,68.9,26.8,33.1,Y
689,Alps conifer and mixed forests,48.4,78.0,53.2,-29.6,-24.8,N
690,Altai montane forest and forest steppe,56.3,50.1,61.9,6.2,11.8,Y
691,Caledon conifer forests,38.3,86.1,42.1,-47.8,-44.0,N
692,Carpathian montane forests,53.3,62.7,58.6,-9.4,-4.1,N
693,Da Hinggan-Dzhagdy Mountains conifer forests,49.6,71.2,54.6,-21.6,-16.6,N
694,East Afghan montane conifer forests,60.8,34.5,66.9,26.3,32.4,Y
695,Elburz Range forest steppe,61.9,37.8,68.1,24.1,30.3,Y
696,Helanshan montane conifer forests,63.2,23.3,69.5,39.9,46.2,Y
697,Hengduan Mountains subalpine conifer forests,87.1,79.1,95.8,8.0,16.7,Y
698,Hokkaido montane conifer forests,86.0,91.0,94.6,-5.0,3.6,Y
699,Honshu alpine conifer forests,44.2,93.5,48.6,-49.3,-44.9,N
700,Khangai Mountains conifer forests,66.9,63.5,73.6,3.4,10.1,Y
701,Mediterranean conifer and mixed forests,61.1,47.5,67.2,13.6,19.7,Y
702,Northeast Himalayan subalpine conifer forests,65.2,77.4,71.7,-12.2,-5.7,N
703,Northern Anatolian conifer and deciduous forests,61.3,52.9,67.4,8.4,14.5,Y
704,Nujiang Langcang Gorge alpine conifer and mixed forests,73.4,77.4,80.7,-4.0,3.3,Y
705,Qilian Mountains conifer forests,53.1,81.0,58.4,-27.9,-22.6,N
706,Qionglai-Minshan conifer forests,53.2,76.7,58.5,-23.5,-18.2,N
707,Sayan montane conifer forests,70.7,67.9,77.8,2.8,9.9,Y
708,Scandinavian coastal conifer forests,39.8,90.0,43.8,-50.2,-46.2,N
709,Tian Shan montane conifer forests,55.8,60.2,61.4,-4.4,1.2,Y
710,East Siberian taiga,62.4,71.4,68.6,-9.0,-2.8,N
711,Iceland boreal birch forests and alpine tundra,128.8,108.4,141.7,20.4,33.3,Y
712,Kamchatka taiga,78.5,85.0,86.4,-6.5,1.4,Y
713,Kamchatka-Kurile meadows and sparse forests,87.2,85.7,95.9,1.5,10.2,Y
714,Northeast Siberian taiga,51.7,61.3,56.9,-9.6,-4.4,N
715,Okhotsk-Manchurian taiga,48.0,69.4,52.8,-21.4,-16.6,N
716,Sakhalin Island taiga,75.0,73.5,82.5,1.5,9.0,Y
717,Scandinavian and Russian taiga,90.1,77.9,99.1,12.2,21.2,Y
718,Trans-Baikal conifer forests,60.1,68.4,66.1,-8.3,-2.3,N
719,Urals montane forest and taiga,97.7,83.9,107.5,13.8,23.6,Y
720,West Siberian taiga,87.3,80.6,96.0,6.7,15.4,Y
721,Alai-Western Tian Shan steppe,64.1,36.6,70.5,27.5,33.9,Y
722,Al-Hajar foothill xeric woodlands and shrublands,63.5,17.6,69.9,45.9,52.3,Y
723,Al-Hajar montane woodlands and shrublands,60.5,28.7,66.6,31.8,37.9,Y
724,Altai steppe and semi-desert,58.9,53.6,64.8,5.3,11.2,Y
725,Central Anatolian steppe,62.1,39.2,68.3,22.9,29.1,Y
726,Daurian forest steppe,65.8,62.3,72.4,3.5,10.1,Y
727,Eastern Anatolian montane steppe,59.9,52.0,65.9,7.9,13.9,Y
728,Emin Valley steppe,61.8,38.3,68.0,23.5,29.7,Y
729,Faroe Islands boreal grasslands,37.2,90.8,40.9,-53.6,-49.9,N
730,Gissaro-Alai open woodlands,59.0,51.2,64.9,7.8,13.7,Y
731,Kazakh forest steppe,50.7,68.9,55.8,-18.2,-13.1,N
732,Kazakh steppe,53.8,53.4,59.2,0.4,5.8,Y
733,Kazakh upland steppe,56.1,51.5,61.7,4.6,10.2,Y
734,Mongolian-Manchurian grassland,59.3,40.0,65.2,19.3,25.2,Y
735,Pontic steppe,56.3,60.7,61.9,-4.4,1.2,Y
736,Sayan Intermontane steppe,58.0,63.4,63.8,-5.4,0.4,Y
737,Selenge-Orkhon forest steppe,59.2,63.6,65.1,-4.4,1.5,Y
738,South Siberian forest steppe,94.2,78.4,103.6,15.8,25.2,Y
739,Syrian xeric grasslands and shrublands,66.5,24.5,73.2,42.0,48.7,Y
740,Tian Shan foothill arid steppe,59.7,49.7,65.7,10.0,16.0,Y
741,Amur meadow steppe,80.6,74.1,88.7,6.5,14.6,Y
742,Bohai Sea saline meadow,61.5,29.3,67.7,32.2,38.4,Y
743,Nenjiang River grassland,59.6,40.6,65.6,19.0,25.0,Y
744,Nile Delta flooded savanna,60.7,40.2,66.8,20.5,26.6,Y
745,Saharan halophytics,62.4,19.4,68.6,43.0,49.2,Y
746,Suiphun-Khanka meadows and forest meadows,77.2,68.5,84.9,8.7,16.4,Y
747,Tigris-Euphrates alluvial salt marsh,67.7,28.4,74.5,39.3,46.1,Y
748,Yellow Sea saline meadow,59.4,40.6,65.3,18.8,24.7,Y
749,Altai alpine meadow and tundra,63.5,59.1,69.9,4.4,10.8,Y
750,Central Tibetan Plateau alpine steppe,55.5,39.1,61.1,16.4,22.0,Y
751,Eastern Himalayan alpine shrub and meadows,51.2,61.5,56.3,-10.3,-5.2,N
752,Ghorat-Hazarajat alpine meadow,59.1,42.6,65.0,16.5,22.4,Y
753,Hindu Kush alpine meadow,53.5,58.9,58.9,-5.4,-0.1,N
754,Karakoram-West Tibetan Plateau alpine steppe,54.9,44.0,60.4,10.9,16.4,Y
755,Khangai Mountains alpine meadow,66.8,62.2,73.5,4.6,11.3,Y
756,Kopet Dag woodlands and forest steppe,63.6,32.2,70.0,31.4,37.8,Y
757,Kuh Rud and Eastern Iran montane woodlands,64.3,20.1,70.7,44.2,50.6,Y
758,Mediterranean High Atlas juniper steppe,57.5,35.2,63.3,22.3,28.1,Y
759,North Tibetan Plateau-Kunlun Mountains alpine desert,55.7,33.6,61.3,22.1,27.7,Y
760,Northwestern Himalayan alpine shrub and meadows,57.2,59.2,62.9,-2.0,3.7,Y
761,Ordos Plateau steppe,60.7,26.9,66.8,33.8,39.9,Y
762,Pamir alpine desert and tundra,55.2,48.4,60.7,6.8,12.3,Y
763,Qilian Mountains subalpine meadows,55.6,52.2,61.2,3.4,9.0,Y
764,Sayan alpine meadows and tundra,59.1,67.3,65.0,-8.2,-2.3,N
765,Southeast Tibet shrublands and meadows,51.6,80.0,56.8,-28.4,-23.2,N
766,Sulaiman Range alpine meadows,61.9,31.9,68.1,30.0,36.2,Y
767,Tian Shan montane steppe and meadows,56.2,53.2,61.8,3.0,8.6,Y
768,Tibetan Plateau alpine shrublands and meadows,53.4,67.7,58.7,-14.3,-9.0,N
769,Western Himalayan alpine shrub and meadows,52.5,60.0,57.8,-7.5,-2.3,N
770,Yarlung Zanbo arid steppe,56.4,46.8,62.0,9.6,15.2,Y
771,Cherskii-Kolyma mountain tundra,58.7,64.4,64.6,-5.7,0.2,Y
772,Chukchi Peninsula tundra,60.8,76.2,66.9,-15.4,-9.3,N
773,Kamchatka tundra,40.2,82.1,44.2,-41.9,-37.9,N
774,Kola Peninsula tundra,39.3,75.6,43.2,-36.3,-32.4,N
775,Northeast Siberian coastal tundra,65.8,61.2,72.4,4.6,11.2,Y
776,Northwest Russian-Novaya Zemlya tundra,39.6,90.7,43.6,-51.1,-47.1,N
777,Novosibirsk Islands Arctic desert,43.2,76.2,47.5,-33.0,-28.7,N
778,Russian Arctic desert,37.6,99.3,41.4,-61.7,-57.9,N
779,Russian Bering tundra,63.2,74.5,69.5,-11.3,-5.0,N
780,Scandinavian Montane Birch forest and grasslands,97.5,86.2,107.3,11.3,21.1,Y
781,Taimyr-Central Siberian tundra,99.2,84.6,109.1,14.6,24.5,Y
782,Trans-Baikal Bald Mountain tundra,46.3,68.1,50.9,-21.8,-17.2,N
783,Wrangel Island Arctic desert,43.9,79.2,48.3,-35.3,-30.9,N
784,Yamal-Gydan tundra,74.4,88.8,81.8,-14.4,-7.0,N
785,Aegean and Western Turkey sclerophyllous and mixed forests,60.3,45.9,66.3,14.4,20.4,Y
786,Anatolian conifer and deciduous mixed forests,59.3,48.6,65.2,10.7,16.6,Y
787,Canary Islands dry woodlands and forests,56.7,43.7,62.4,13.0,18.7,Y
788,Corsican montane broadleaf and mixed forests,75.7,65.9,83.3,9.8,17.4,Y
789,Crete Mediterranean forests,61.7,50.1,67.9,11.6,17.8,Y
790,Cyprus Mediterranean forests,65.1,39.0,71.6,26.1,32.6,Y
791,Eastern Mediterranean conifer-broadleaf forests,64.5,39.1,71.0,25.4,31.9,Y
792,Iberian conifer forests,60.5,43.4,66.6,17.1,23.2,Y
793,Iberian sclerophyllous and semi-deciduous forests,62.7,37.5,69.0,25.2,31.5,Y
794,Illyrian deciduous forests,78.8,67.2,86.7,11.6,19.5,Y
795,Italian sclerophyllous and semi-deciduous forests,57.9,53.5,63.7,4.4,10.2,Y
796,Mediterranean Acacia-Argania dry woodlands and succulent thickets,65.7,23.5,72.3,42.2,48.8,Y
797,Mediterranean dry woodlands and steppe,66.4,18.6,73.0,47.8,54.4,Y
798,Mediterranean woodlands and forests,65.2,34.9,71.7,30.3,36.8,Y
799,Northeast Spain and Southern France Mediterranean forests,59.1,53.5,65.0,5.6,11.5,Y
800,Northwest Iberian montane forests,58.3,49.8,64.1,8.5,14.3,Y
801,Pindus Mountains mixed forests,56.9,57.3,62.6,-0.4,5.3,Y
802,South Apennine mixed montane forests,64.4,56.7,70.8,7.7,14.1,Y
803,Southeast Iberian shrubs and woodlands,65.6,29.5,72.2,36.1,42.7,Y
804,Southern Anatolian montane conifer and deciduous forests,58.5,48.1,64.4,10.4,16.3,Y
805,Southwest Iberian Mediterranean sclerophyllous and mixed forests,63.7,45.3,70.1,18.4,24.8,Y
806,Tyrrhenian-Adriatic sclerophyllous and mixed forests,59.5,50.4,65.5,9.1,15.1,Y
807,Afghan Mountains semi-desert,58.9,43.5,64.8,15.4,21.3,Y
808,Alashan Plateau semi-desert,63.7,23.4,70.1,40.3,46.7,Y
809,Arabian desert,65.8,16.1,72.4,49.7,56.3,Y
810,Arabian sand desert,66.0,16.1,72.6,49.9,56.5,Y
811,Arabian-Persian Gulf coastal plain desert,67.2,13.5,73.9,53.7,60.4,Y
812,Azerbaijan shrub desert and steppe,61.8,50.0,68.0,11.8,18.0,Y
813,Badghyz and Karabil semi-desert,64.4,34.0,70.8,30.4,36.8,Y
814,Baluchistan xeric woodlands,63.9,22.2,70.3,41.7,48.1,Y
815,Caspian lowland desert,60.3,48.3,66.3,12.0,18.0,Y
816,Central Afghan Mountains xeric woodlands,63.0,30.1,69.3,32.9,39.2,Y
817,Central Asian northern desert,63.5,29.8,69.9,33.7,40.1,Y
818,Central Asian riparian woodlands,64.4,33.4,70.8,31.0,37.4,Y
819,Central Asian southern desert,65.6,25.3,72.2,40.3,46.9,Y
820,Central Persian desert basins,65.6,20.0,72.2,45.6,52.2,Y
821,East Arabian fog shrublands and sand desert,64.6,15.2,71.1,49.4,55.9,Y
822,East Sahara Desert,61.2,18.0,67.3,43.2,49.3,Y
823,East Saharan montane xeric woodlands,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!
824,Eastern Gobi desert steppe,63.7,24.4,70.1,39.3,45.7,Y
825,Gobi Lakes Valley desert steppe,60.8,28.1,66.9,32.7,38.8,Y
826,Great Lakes Basin desert steppe,58.0,42.3,63.8,15.7,21.5,Y
827,Junggar Basin semi-desert,61.7,27.7,67.9,34.0,40.2,Y
828,Kazakh semi-desert,60.7,35.2,66.8,25.5,31.6,Y
829,Kopet Dag semi-desert,64.2,32.1,70.6,32.1,38.5,Y
830,Mesopotamian shrub desert,66.4,19.3,73.0,47.1,53.7,Y
831,North Arabian desert,64.8,18.1,71.3,46.7,53.2,Y
832,North Arabian highland shrublands,63.9,15.6,70.3,48.3,54.7,Y
833,North Saharan Xeric Steppe and Woodland,63.4,16.9,69.7,46.5,52.8,Y
834,Paropamisus xeric woodlands,60.8,44.9,66.9,15.9,22.0,Y
835,Qaidam Basin semi-desert,60.5,28.0,66.6,32.5,38.6,Y
836,Red Sea coastal desert,60.9,16.3,67.0,44.6,50.7,Y
837,Red Sea-Arabian Desert shrublands,63.3,13.4,69.6,49.9,56.2,Y
838,Registan-North Pakistan sandy desert,65.4,16.2,71.9,49.2,55.7,Y
839,Saharan Atlantic coastal desert,62.1,14.6,68.3,47.5,53.7,Y
840,South Arabian plains and plateau desert,66.0,16.3,72.6,49.7,56.3,Y
841,South Iran Nubo-Sindian desert and semi-desert,65.1,19.4,71.6,45.7,52.2,Y
842,South Sahara desert,64.9,16.5,71.4,48.4,54.9,Y
843,Taklimakan desert,62.1,30.6,68.3,31.5,37.7,Y
844,Tibesti-Jebel Uweinat montane xeric woodlands,61.4,16.8,67.5,44.6,50.7,Y
845,West Sahara desert,62.9,17.1,69.2,45.8,52.1,Y
846,West Saharan montane xeric woodlands,61.6,17.0,67.8,44.6,50.8,Y
